"rankingString","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","image","photoCount","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","menuWebUrl","openNowText","website","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","neighborhoodLocations/0/id","neighborhoodLocations/0/name","localName","rawRanking","establishmentTypes/0","establishmentTypes/1","priceLevel","phone","type","numberOfReviews","isClosed","subcategories/0","description","locationString","isLongClosed","localAddress","category","id","email","rankingPosition","rankingDenominator","name","rating","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","priceRange","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","address","webUrl","latitude","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22"
"#11 of 1,048 places to eat in Nairobi","Asian","Chinese","Japanese","Healthy",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/d8/46/b2/tamari-salmon-burnt-tomato.jpg","177",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.thefoodlibrary.co.ke/meso/meso-menu/","Closed Now","http://www.thefoodlibrary.co.ke/meso/","3","4","5","11","241","Nairobi","Kenya",,,"Westgate Shopping Mall, Nairobi, Kenya",,,,"","4.786972999572754","Restaurants",,"$$ - $$$","+254 794176355","RESTAURANT","264","false","Sit down","MeSo is a modern Asian Izakaya (i-zaka-ya) experience inspired by the journey of a hungry mind in a contemporary, luxury dining setting. Izakaya a combination of kanji (stay) (drink) (place) represents the rich sensory indulgence of our fresh ingredient dishes, in a fine-dining set up.

Conveniently located at Westgate Mall, second floor, MeSo is a culturally vibrant and enchanting culinary haven in the heart of Westlands Business District for your business lunch or a leisurely catch-up with loved ones and friends. .","Nairobi","false",,"restaurant","23957695","meso@thefoodlibrary.co.ke","11","833","MeSo - Modern Asian Izakaya","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 177,883 - KES 415,061",,"Africa/Nairobi","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"Westgate Shopping Mall, Nairobi, Kenya, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23957695-Reviews-MeSo_Modern_Asian_Izakaya-Nairobi.html","-1.257227","36.803207","Lunch","Dinner","Drinks",,,,"Lunch","Dinner","Drinks",,,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Family style","Gift Cards Available",,,,,,,,,,,,"Noodle","Shrimp","Tempura","Ramen","Tacos","Gyoza","Sashimi","Pork",,,,,,,,,,,,,,,
"#10 of 1,048 places to eat in Nairobi","Japanese","Peruvian","Sushi","Asian","Healthy","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/23/5b/e5/37/crispy-ebi.jpg","651",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.thefoodlibrary.co.ke/inti/inti-menu/","Closed Now","https://www.thefoodlibrary.co.ke/inti/","20","18","27","89","1327","Nairobi","Kenya","00100",,"20th Floor, One Africa Place",,,,"","4.795448303222656","Restaurants",,"$$$$","+254 735 065945","RESTAURANT","1479","false","Sit down","Located at One Africa Place in Westlands, the dome shaped architecture allows a 360-degree view of a contemporary urban environment in the heart of Nairobi. The INTI experience centers around the finest Nikkei cuisine which celebrates the marriage of Japanese & Peruvian fare, complemented with the finest wines, sake and signature cocktails.","Nairobi","false",,"restaurant","17847946","inti@thefoodlibrary.co.ke","10","833","INTI - A Nikkei Experience","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 222,354 - KES 592,944",,"Africa/Nairobi","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1380","720",,,,,"1380","720",,,,,"20th Floor, One Africa Place, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d17847946-Reviews-INTI_A_Nikkei_Experience-Nairobi.html","-1.265285","36.801765","Lunch","Dinner","Drinks",,,,"Lunch","Dinner","Drinks",,,,"Delivery","Takeout","Reservations","Seating","Parking Available","Valet Parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Free Wifi","Accepts Credit Cards","Table Service","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Family style","Non-smoking restaurants","Gift Cards Available",,,,,,,,,,"Ceviche","Wings","Salmon","Fish",,,,,,,,,,,,,,,,,,,
"#31 of 1,048 places to eat in Nairobi","Indian","Asian","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-s/03/5e/06/78/mezzanine.jpg","70",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.openhouserestaurant.co.ke/menus.html","Closed Now","http://www.openhouserestaurant.co.ke","7","10","45","243","340","Nairobi","Kenya","00800",,"Parc d'Elx, Platja de Ponent","Gallant Mall on Parklands road",,,"","4.292669296264648","Restaurants",,"$$ - $$$","+254 727 726345","RESTAURANT","645","false","Sit down","At Open House Restaurants, we believe that Fine Indian Cuisine comes from a delicate balance of succulent food, authentic ambiance and personalised service. So when you walk into our doors, be ready to experience a connucopia of indian flavours, whilst being transported into our traditionally set surroundings. Feel free to enquire about your taste preference or take suggestion from our experienced staff. Enjoy!","Nairobi","false",,"restaurant","1898496","openhouse.restaurant@gmail.com","31","833","Open House Restaurant","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 741 - KES 2,224",,"Africa/Nairobi","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"Parc d'Elx, Platja de Ponent Gallant Mall on Parklands road, Nairobi 00800 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1898496-Reviews-Open_House_Restaurant-Nairobi.html","-1.263731","36.80265","Lunch","Dinner","Late Night",,,,"Lunch","Dinner","Late Night",,,,"Delivery","Takeout","Reservations","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Accepts Credit Cards","Table Service",,,,,,,,,,,,,,,,,,,,"Wings","Chili","Curry","Prawns","Lamb","Fish",,,,,,,,,,,,,,,,,
"#15 of 1,048 places to eat in Nairobi","Italian","French","American","Asian","Healthy","Indonesian",,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/23/2a/06/c4/simply-roasted-prawns.jpg","147",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.thefoodlibrary.co.ke/botanica-2/","Closed Now","http://www.thefoodlibrary.co.ke/botanica-2/","2","4","3","25","256","Nairobi","Kenya","00621",,"Waiyaki Way","7th Floor One Africa Place",,,"","4.730503082275391","Restaurants",,"$$ - $$$","+254 735 065865","RESTAURANT","290","false","Sit down","Botanica Kitchen and Gin bar with 30 varieties of gin is one of the largest gin bar in Nairobi. Botanica comprises of a cosy indoor area, a lush green terrace and the trendiest gin bar and gin cocktails in town. Guests can dine in for breakfast, lunch or dinner from our curated menu that boasts several of the finest farm to table dishes.","Nairobi","false",,"restaurant","23958932",,"15","833","Botanica - Kitchen & Gin Bar","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 177,883 - KES 415,061",,"Africa/Nairobi","1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"1320","540",,,,,"Waiyaki Way 7th Floor One Africa Place, Nairobi 00621 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23958932-Reviews-Botanica_Kitchen_Gin_Bar-Nairobi.html","-1.265251","36.801746","Breakfast","Lunch","Dinner","Drinks",,,"Breakfast","Lunch","Dinner","Drinks",,,"Delivery","Reservations","Seating","Parking Available","Valet Parking","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Discover","Accepts Credit Cards","Table Service","Live Music","Family style","Gift Cards Available",,,,,,,,,,,"Burger","Ribs","Calamari","Pork",,,,,,,,,,,,,,,,,,,
"#32 of 1,048 places to eat in Nairobi","African","Ethiopian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/18/67/98/d0/photo0jpg.jpg","169",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Open Now","http://www.habesharestaurant.net","11","4","56","183","194","Nairobi","Kenya","",,"Argwings Kodhek Road near Elgeyo Mrakwet junction","",,,"","4.181788444519043","Restaurants",,"$$ - $$$","+254 20 3755418","RESTAURANT","448","false","Sit down",,"Nairobi","false",,"restaurant","1082842",,"32","832","Habesha","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"Argwings Kodhek Road near Elgeyo Mrakwet junction, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1082842-Reviews-Habesha-Nairobi.html","-1.292195","36.779972","Lunch","Dinner","Brunch","Late Night",,,"Lunch","Dinner","Brunch","Late Night",,,"Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Validated Parking","Television","Wheelchair Accessible","Serves Alcohol","Full Bar","Accepts Credit Cards","Table Service",,,,,,,,,,,,,,,,,,"Juice & Smoothies","Pancakes","Curry","Beef","Fish",,,,,,,,,,,,,,,,,,
"#16 of 1,048 places to eat in Nairobi","Italian","Latin","Healthy",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/8f/9b/9a/burrata-tomato-mozzarella.jpg","111",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.thefoodlibrary.co.ke/bambino/","Closed Now","http://www.thefoodlibrary.co.ke/bambino","4","5","7","31","288","Nairobi","Kenya","00200",,"9 West Building","Ground Floor, Ring Road Parklands",,,"","4.727618217468262","Restaurants",,"$$ - $$$","+254 712 524517","RESTAURANT","335","false","Sit down","Bambino offers best of Latin-Italian dining at its finest. Our Cuisine offers a variety of freshly made specialty foods in a casual atmosphere that includes a beautiful decor. We love to create foods that are as inventive as they are authentic. We specialize in combining fresh ingredients in flavorful ways, always looking out for optimum taste and freshness.","Nairobi","false",,"restaurant","23794120","bambino@thefoodlibrary.co.ke","16","833","Bambino Latin Italian Kitchen","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 177,883 - KES 415,061",,"Africa/Nairobi","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"9 West Building Ground Floor, Ring Road Parklands, Nairobi 00200 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23794120-Reviews-Bambino_Latin_Italian_Kitchen-Nairobi.html","-1.261644","36.803955","Lunch","Dinner","Drinks",,,,"Lunch","Dinner","Drinks",,,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Family style","Gift Cards Available",,,,,,,,,,,,"Pasta","Calamari","Lamb chops","Pesto",,,,,,,,,,,,,,,,,,,
"#17 of 1,048 places to eat in Nairobi","Mexican","Contemporary","Healthy","Street Food","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/13/94/b8/99/swings-at-mercado.jpg","334",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.thefoodlibrary.co.ke/mercado/mercado-menu/","Closed Now","http://mercado.co.ke","13","13","17","96","597","Nairobi","Kenya","00100",,"Ring Road Parklands","Terrace Floor, South Wing, Kenrail Towers, Westlands Area",,,"","4.722219467163086","Restaurants",,"$$ - $$$","+254 700 245795","RESTAURANT","729","false","Sit down","Exquisitely presented and beautifully balanced, the menu at Mercado is fun, flavorful and simply fantastic. The rustic environment with wooden swing seating, bold colors and lit market baskets create the perfect atmosphere to entertain. The terrace overlooking the city is famous for its sundowners and happy hours with the award-winning cocktail menu.","Nairobi","false",,"restaurant","13008340","info@mercado.co.ke","17","833","Mercado - Mexican Kitchen & Bar","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 148,236 - KES 370,590",,"Africa/Nairobi","1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"1320","720",,,,,"Ring Road Parklands Terrace Floor, South Wing, Kenrail Towers, Westlands Area, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d13008340-Reviews-Mercado_Mexican_Kitchen_Bar-Nairobi.html","-1.260985","36.803837","Lunch","Dinner","Drinks",,,,"Lunch","Dinner","Drinks",,,,"Delivery","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Free Wifi","Accepts Credit Cards","Table Service","Buffet","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Family style","Sports bars",,,,,,,,,"Burrito","Halloumi","Shrimp","Tacos","Fajitas","Nachos","Tres Leches","Pork",,,,,,,,,,,,,,,
"#13 of 1,048 places to eat in Nairobi","American","Vegan Options",,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/59/b6/5f/saucy-sassy-spicy-burger.jpg","60",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://mamarocksburgers.com/menu/","Closed Now","http://www.mamarocksburgers.com","2","2","7","21","178","Nairobi","Kenya",,,"Argwings Kodhek Road","Nairobi Same Plot As Auto Correct Garage",,,"","4.776553630828857","Restaurants",,"$$ - $$$","+254 705 155155","RESTAURANT","210","false",,"GOURMET BURGERS AFRICAN STYLE Bringing the African inspired ‘Gourmet Burger’ to the vibrant city of Nairobi, Mama Rocks is pioneering the Nairobi street food scene with an afro-cool food truck like no other. Created with love and the freshest, natural ingredients, every care has been taken to produce our range of exciting and unique burgers. Mama Rocks is brought to you by us, Samantha and Natalie, sisters who just want you to have great food and have fun! On a regular day you will can find us at our Kilimani location; be sure to try the Pizza when you do. The Mama Rocks food truck will also be COMING TO YOU – at the heart of the events scene. Follow us on Facebook or Instagram social media to keep updated about our location. And if you’re not there, MAMA DELIVERS through our partners Hello Food (Mama Rocks), Jumia and Uber eats. MAMA also caters,so for a fun alternative catering solution that your guests will surely remember, choose Mama Rocks to cater for your event.","Nairobi","false",,"restaurant","15319586","info@mamarocksburgers.com","13","833","Mama Rocks Gourmet Burgers - Kilimani","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1350","600",,,,,"1290","600",,,,,"1290","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"Argwings Kodhek Road Nairobi Same Plot As Auto Correct Garage, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d15319586-Reviews-Mama_Rocks_Gourmet_Burgers_Kilimani-Nairobi.html","-1.292081","36.782238","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Table Service","Takeout","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burger","Wings",,,,,,,,,,,,,,,,,,,,,
"#18 of 1,048 places to eat in Nairobi","International","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0f/21/13/0c/larder.jpg","57",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://qr1.be/D69Q","Open Now","https://www.radissonhotels.com/en-us/hotels/radisson-blu-nairobi-upper-hill/restaurant-bar","1","1","5","31","112","Nairobi","Kenya","00100",,"Elgon Road","Radisson Blu Hotel, Nairobi Upper Hill",,,"","4.6731767654418945","Restaurants",,"$$ - $$$","+254 709 810000","RESTAURANT","150","false","Sit down","The Larder Restaurant & Terrace is an all day dining venue that offers international cuisine for breakfast, lunch, and dinner daily. Enjoy our live cooking station, terrace area and cozy ambience. Buffet available at breakfast, lunch and dinner, a la carte menu available from 6:00 AM to 11 PM.","Nairobi","false",,"restaurant","11814084","info.nairobi@radissonblu.com","18","833","The Larder","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 1,482 - KES 10,377",,"Africa/Nairobi","1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"Elgon Road Radisson Blu Hotel, Nairobi Upper Hill, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d11814084-Reviews-The_Larder-Nairobi.html","-1.302","36.81641","Breakfast","Lunch","Brunch","Dinner",,,"Breakfast","Lunch","Brunch","Dinner",,,"Reservations","Buffet","Seating","Free off-street parking","Wheelchair Accessible","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Table Service","Takeout","Outdoor Seating","Highchairs Available",,,,,,,,,,,,,,,,"Lamb",,,,,,,,,,,,,,,,,,,,,,
"#26 of 1,048 places to eat in Nairobi","Steakhouse","African","Barbecue","Gluten Free Options",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0f/f4/0f/6b/carvers-at-the-grill.jpg","2464",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://tamarind.co.ke/restaurant.php?carnivore","Closed Now","http://www.tamarind.co.ke/carnivore","125","320","842","1673","2253","Nairobi","Kenya","00200",,"Langata Rd","",,,"","4.4183783531188965","Restaurants",,"$$ - $$$","+254 722 204647","RESTAURANT","5213","false","Sit down","On the outskirts of Nairobi on the Langata Road is the world famous Carnivore, known as the Ultimate 'Beast of a Feast', a meat lovers den where a vast selection of succulent meats are charcoal grilled and carved at your table. Adjoining the Carnivore main restaurant is the 'Simba Saloon' - a vibrant informal a la carte restaurant with a childrens playground,","Nairobi","false",,"restaurant","809397","reservations.carnivore@tamarind.co.ke.co.ke","26","833","The Carnivore Restaurant","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 5,929 - KES 14,824",,"Africa/Nairobi","1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"Langata Rd, Nairobi 00200 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d809397-Reviews-The_Carnivore_Restaurant-Nairobi.html","-1.329216","36.801052","Lunch","Dinner","Brunch",,,,"Lunch","Dinner","Brunch",,,,"Outdoor Seating","Seating","Parking Available","Free off-street parking","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Reservations","Validated Parking","Full Bar","Accepts Credit Cards","Table Service","Buffet","Live Music","Playgrounds",,,,,,,,,,,"Cheesecake","Ribs","Roast Beef","Salad","Wings","Meatballs","Beef","Lamb","Fish","Pork",,,,,,,,,,,,,
"#19 of 1,048 places to eat in Nairobi","Steakhouse","Brazilian","Barbecue","Gluten Free Options",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0a/f2/32/ad/all-you-can-eat.jpg","285",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.fogogaucho.co.ke/index","Closed Now","http://www.fogogaucho.co.ke","13","14","104","449","752","Nairobi","Kenya","00100",,"Waiyaki Way","Viking Hse, Westlands",,,"","4.581512451171875","Restaurants",,"$$ - $$$","+254 712 123456","RESTAURANT","1332","false","Sit down","Fogo Gaucho is an authentic Brazilian Steakhouse that offers the most delectable selection of charcoal grilled meats (17 different cuts) that go along with a full buffet (over 20 salads) to choose from all for a set price per person, all you can eat (Rodizio). Our ambience is sure to give you the feeling that you are sitting in a Churrascaria (Steakhouse) right in the heart of Brazil as you enjoy a delicious meal for whatever occasion you are celebrating be it a birthday, anniversary, graduation, retirement, office party or just a special meal with your family and friends. Welcome to Fogo Gaucho Churrascaria.","Nairobi","false",,"restaurant","1114238","westlands@fogogaucho.co.ke","19","833","Fogo Gaucho","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 29,647 - KES 37,059",,"Africa/Nairobi","1350","720",,,,,"990","720","1350","1020",,,"1005","720","1350","1020",,,"1005","720","1350","1020",,,"1005","720","1350","1020",,,"1380","720",,,,,"1350","720",,,,,"Waiyaki Way Viking Hse, Westlands, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1114238-Reviews-Fogo_Gaucho-Nairobi.html","-1.264153","36.801003","Lunch","Dinner","Late Night","Drinks",,,"Lunch","Dinner","Late Night","Drinks",,,"Takeout","Buffet","Seating","Parking Available","Street Parking","Free off-street parking","Television","Serves Alcohol","Accepts Mastercard","Accepts Visa","Free Wifi","Reservations","Validated Parking","Highchairs Available","Wheelchair Accessible","Full Bar","Accepts Credit Cards","Outdoor Seating","Live Music",,,,,,,,,,,,"Ribs","Shrimp","Salad","Prawns","Beef","Lamb","Fish","Pork",,,,,,,,,,,,,,,
"#22 of 1,048 places to eat in Nairobi","Seafood","Diner","South American",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/29/ba/1b/b2/juicy-steak.jpg","143",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.fairmont.com/norfolk-hotel-nairobi/pdfs/tatu-menu-food-23rd-june-compressed/","Closed Now","http://www.fairmont.com/norfolk-hotel-nairobi/dining/tatu-restaurant/","3","10","23","70","223","Nairobi","Kenya","00100",,"Harry Thuku Road","Fairmont The Norfolk","20484493","Nairobi Central Business District","","4.506747245788574","Restaurants",,"$$$$","+254 795 737786","RESTAURANT","329","false","Sit down","The city’s iconic restaurant, Tatu, reopens on popular demand with a new menu specializing in finest of seafood, premium cuts of meat and vegetarian delicacies to tantalize your taste buds.

Fashioned in contemporary African style, the restaurant benefits from a patio ideal for dining alfresco whilst overlooking the tropical garden.

Feel welcome and book now !","Nairobi","false",,"restaurant","1910873","dining.norfolk@fairmont.com","22","833","Tatu Restaurant By Fairmont","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 155,648 - KES 1,185,888",,"Africa/Nairobi",,,,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"1320","1080",,,,,"Harry Thuku Road Fairmont The Norfolk, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1910873-Reviews-Tatu_Restaurant_By_Fairmont-Nairobi.html","-1.278437","36.81637","Dinner",,,,,,"Dinner",,,,,,"Outdoor Seating","Seating","Parking Available","Validated Parking","Valet Parking","Highchairs Available","Wheelchair Accessible","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Reservations","Serves Alcohol","Full Bar","Accepts Credit Cards",,,,,,,,,,,,,,,,"Lobster","Salad","Scallops","Salmon","Tuna","Prawns","Beef","Lamb",,,,,,,,,,,,,,,
