cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,cuisines/7,cuisines/8,cuisines/9,cuisines/10,cuisines/11,cuisines/12,cuisines/13,cuisines/14,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,dishes/16,dishes/17,dishes/18,dishes/19,dishes/20,dishes/21,dishes/22,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,features/21,features/22,features/23,features/24,features/25,features/26,features/27,features/28,features/29,ownersTopReasons,ownersTopReasons/sectionHeader,ownersTopReasons/sponsoredBy,ownersTopReasons/topReasons/0/header,ownersTopReasons/topReasons/0/image_url,ownersTopReasons/topReasons/0/isSearchTerm,ownersTopReasons/topReasons/0/keyword,ownersTopReasons/topReasons/0/linkText,ownersTopReasons/topReasons/0/rank,ownersTopReasons/topReasons/0/review,ownersTopReasons/topReasons/0/review/rating,ownersTopReasons/topReasons/0/review/reviewId,ownersTopReasons/topReasons/0/review/screenName,ownersTopReasons/topReasons/0/text,ownersTopReasons/topReasons/1/header,ownersTopReasons/topReasons/1/image_url,ownersTopReasons/topReasons/1/isSearchTerm,ownersTopReasons/topReasons/1/keyword,ownersTopReasons/topReasons/1/linkText,ownersTopReasons/topReasons/1/rank,ownersTopReasons/topReasons/1/review,ownersTopReasons/topReasons/1/review/rating,ownersTopReasons/topReasons/1/review/reviewId,ownersTopReasons/topReasons/1/review/screenName,ownersTopReasons/topReasons/1/text,ownersTopReasons/topReasons/2/header,ownersTopReasons/topReasons/2/image_url,ownersTopReasons/topReasons/2/isSearchTerm,ownersTopReasons/topReasons/2/keyword,ownersTopReasons/topReasons/2/linkText,ownersTopReasons/topReasons/2/rank,ownersTopReasons/topReasons/2/review,ownersTopReasons/topReasons/2/review/rating,ownersTopReasons/topReasons/2/review/reviewId,ownersTopReasons/topReasons/2/review/screenName,ownersTopReasons/topReasons/2/text,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/open,hours/weekRanges/0/1/close,hours/weekRanges/0/1/open,hours/weekRanges/0/2/close,hours/weekRanges/0/2/open,hours/weekRanges/1/0/close,hours/weekRanges/1/0/open,hours/weekRanges/1/1/close,hours/weekRanges/1/1/open,hours/weekRanges/1/2/close,hours/weekRanges/1/2/open,hours/weekRanges/2/0/close,hours/weekRanges/2/0/open,hours/weekRanges/2/1/close,hours/weekRanges/2/1/open,hours/weekRanges/2/2/close,hours/weekRanges/2/2/open,hours/weekRanges/3/0/close,hours/weekRanges/3/0/open,hours/weekRanges/3/1/close,hours/weekRanges/3/1/open,hours/weekRanges/3/2/close,hours/weekRanges/3/2/open,hours/weekRanges/4/0/close,hours/weekRanges/4/0/open,hours/weekRanges/4/1/close,hours/weekRanges/4/1/open,hours/weekRanges/4/2/close,hours/weekRanges/4/2/open,hours/weekRanges/5/0/close,hours/weekRanges/5/0/open,hours/weekRanges/5/1/close,hours/weekRanges/5/1/open,hours/weekRanges/5/2/close,hours/weekRanges/5/2/open,hours/weekRanges/6/0/close,hours/weekRanges/6/0/open,hours/weekRanges/6/1/close,hours/weekRanges/6/1/open,hours/weekRanges/6/2/close,hours/weekRanges/6/2/open,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,longitude,category,ancestorLocations/0/abbreviation,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/abbreviation,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/abbreviation,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,rankingDenominator,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/state,addressObj/street1,addressObj/street2,establishmentTypes/0,establishmentTypes/1,neighborhoodLocations/0/id,neighborhoodLocations/0/name,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,latitude,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dietaryRestrictions/3,dietaryRestrictions/4,dietaryRestrictions/5,address,photoCount,rankingString,phone,localName,rawRanking,rankingPosition,openNowText,name,website,subcategories/0,description,priceRange,type,webUrl,email,rating,localAddress,image,menuWebUrl,numberOfReviews,isClosed,isLongClosed,locationString,id,priceLevel
Italian,French,American,Asian,Healthy,Indonesian,,,,,,,,,,Burger,Ribs,Calamari,Pork,,,,,,,,,,,,,,,,,,,,Delivery,Reservations,Seating,Parking Available,Valet Parking,Highchairs Available,Serves Alcohol,Full Bar,Wine and Beer,Accepts American Express,Accepts Mastercard,Accepts Visa,Digital Payments,Free Wifi,Accepts Discover,Accepts Credit Cards,Table Service,Live Music,Family style,Gift Cards Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,1320,540,,,,,Breakfast,Lunch,Dinner,Drinks,,,36.801746,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,621,,Waiyaki Way,7th Floor One Africa Place,Restaurants,,,,2,4,3,25,256,-1.265251,Breakfast,Lunch,Dinner,Drinks,,,"Waiyaki Way 7th Floor One Africa Place, Nairobi 00621 Kenya",147,"#15 of 1,048 places to eat in Nairobi",+254 735 065865,,4.730460644,15,Closed Now,Botanica - Kitchen & Gin Bar,http://www.thefoodlibrary.co.ke/botanica-2/,Sit down,"Botanica Kitchen and Gin bar with 30 varieties of gin is one of the largest gin bar in Nairobi. Botanica comprises of a cosy indoor area, a lush green terrace and the trendiest gin bar and gin cocktails in town. Guests can dine in for breakfast, lunch or dinner from our curated menu that boasts several of the finest farm to table dishes.","KES 177,883 - KES 415,061",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d23958932-Reviews-Botanica_Kitchen_Gin_Bar-Nairobi.html,,5,,https://media-cdn.tripadvisor.com/media/photo-o/23/2a/06/c4/simply-roasted-prawns.jpg,https://www.thefoodlibrary.co.ke/botanica-2/,290,FALSE,FALSE,Nairobi,23958932,$$ - $$$
Mexican,Contemporary,Healthy,Street Food,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,,,,,Burrito,Halloumi,Shrimp,Tacos,Fajitas,Nachos,Tres Leches,Pork,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Outdoor Seating,Private Dining,Seating,Parking Available,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Wine and Beer,Free Wifi,Accepts Credit Cards,Table Service,Buffet,Accepts American Express,Accepts Mastercard,Accepts Visa,Digital Payments,Family style,Sports bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,Lunch,Dinner,Drinks,,,,36.803837,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,100,,Ring Road Parklands,"Terrace Floor, South Wing, Kenrail Towers, Westlands Area",Restaurants,,,,13,13,17,96,597,-1.260985,Lunch,Dinner,Drinks,,,,"Ring Road Parklands Terrace Floor, South Wing, Kenrail Towers, Westlands Area, Nairobi 00100 Kenya",334,"#17 of 1,048 places to eat in Nairobi",+254 700 245795,,4.722219467,17,Closed Now,Mercado - Mexican Kitchen & Bar,http://mercado.co.ke,Sit down,"Exquisitely presented and beautifully balanced, the menu at Mercado is fun, flavorful and simply fantastic. The rustic environment with wooden swing seating, bold colors and lit market baskets create the perfect atmosphere to entertain. The terrace overlooking the city is famous for its sundowners and happy hours with the award-winning cocktail menu.","KES 148,236 - KES 370,590",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d13008340-Reviews-Mercado_Mexican_Kitchen_Bar-Nairobi.html,info@mercado.co.ke,4.5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/13/94/b8/99/swings-at-mercado.jpg,https://www.thefoodlibrary.co.ke/mercado/mercado-menu/,729,FALSE,FALSE,Nairobi,13008340,$$ - $$$
Asian,Chinese,Japanese,Healthy,,,,,,,,,,,,Noodle,Shrimp,Tempura,Ramen,Tacos,Gyoza,Sashimi,Pork,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Outdoor Seating,Seating,Parking Available,Highchairs Available,Serves Alcohol,Full Bar,Wine and Beer,Accepts American Express,Accepts Mastercard,Accepts Visa,Digital Payments,Free Wifi,Accepts Credit Cards,Table Service,Family style,Gift Cards Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,Lunch,Dinner,Drinks,,,,36.803207,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,"Westgate Shopping Mall, Nairobi, Kenya",,Restaurants,,,,3,4,5,11,241,-1.257227,Lunch,Dinner,Drinks,,,,"Westgate Shopping Mall, Nairobi, Kenya, Nairobi Kenya",177,"#11 of 1,048 places to eat in Nairobi",+254 794176355,,4.786973,11,Closed Now,MeSo - Modern Asian Izakaya,http://www.thefoodlibrary.co.ke/meso/,Sit down,"MeSo is a modern Asian Izakaya (i-zaka-ya) experience inspired by the journey of a hungry mind in a contemporary, luxury dining setting. Izakaya a combination of kanji (stay) (drink) (place) represents the rich sensory indulgence of our fresh ingredient dishes, in a fine-dining set up.

Conveniently located at Westgate Mall, second floor, MeSo is a culturally vibrant and enchanting culinary haven in the heart of Westlands Business District for your business lunch or a leisurely catch-up with loved ones and friends. .","KES 177,883 - KES 415,061",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d23957695-Reviews-MeSo_Modern_Asian_Izakaya-Nairobi.html,meso@thefoodlibrary.co.ke,5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/d8/46/b2/tamari-salmon-burnt-tomato.jpg,https://www.thefoodlibrary.co.ke/meso/meso-menu/,264,FALSE,FALSE,Nairobi,23957695,$$ - $$$
French,African,Asian,Healthy,,,,,,,,,,,,Wings,Salmon,Prawns,Beef,Duck,Pork,,,,,,,,,,,,,,,,,,Delivery,Reservations,Seating,Highchairs Available,Serves Alcohol,Full Bar,Wine and Beer,Accepts American Express,Accepts Visa,Free Wifi,Accepts Discover,Accepts Credit Cards,Table Service,Family style,Gift Cards Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,1320,720,,,,,Lunch,Dinner,Drinks,,,,36.804573,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Off Parklands Road,,Restaurants,,,,5,5,5,53,598,-1.261718,Lunch,Dinner,Drinks,,,,"Off Parklands Road, Nairobi Kenya",254,"#5 of 1,048 places to eat in Nairobi",+254 745 560272,,4.831967354,5,Closes in 20 min,Slate - Kitchen & Bar,http://www.thefoodlibrary.co.ke/slate/,Sit down,"Slate offers a friendly and warm atmosphere, with heavy emphasis of French and Afro-Asian dishes made by our cordon bleu chef.  This unique blend, allows one to experience a whole new genre of cuisines all at once.
 
The ambience and décor amplifies a modern take of the French style architecture which is commonly bound by the characteristic design of the interior. Our in house hand crafted tailored cocktails are made from high end premium brands.","KES 222,354 - KES 518,826",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d24014480-Reviews-Slate_Kitchen_Bar-Nairobi.html,slate@thefoodlibrary.co.ke,5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/28/99/4f/74/savor-the-flavors-of.jpg,https://www.thefoodlibrary.co.ke/slate/,665,FALSE,FALSE,Nairobi,24014480,$$ - $$$
Bar,Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor Seating,Seating,Parking Available,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,600,,,,,1380,600,,,,,1380,600,,,,,1380,600,,,,,1380,600,,,,,1380,600,,,,,1380,600,,,,,Lunch,Dinner,Late Night,Drinks,,,36.816746,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,"Radisson Blu Hotel, Nairobi Upper Hill",Elgon Road,Bars & Pubs,Restaurants,,,0,0,0,1,60,-1.30228,Lunch,Dinner,Late Night,Drinks,,,"Radisson Blu Hotel, Nairobi Upper Hill Elgon Road, Nairobi Kenya",28,"#20 of 1,048 places to eat in Nairobi",+254 709 810000,,4.545839787,20,Open Now,Humidor Bar & Lounge,http://www.radissonhotels.com/en-us/hotels/radisson-blu-nairobi-upper-hill,,"Sophisticated lobby bar and cigar lounge at Radisson Blu Hotel, Nairobi Upper Hill that looks out over Nairobi. Our mixologists will whip up a drink of your choice from our wide selection of premium wines, whiskies, vodkas and rum.",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d24091389-Reviews-Humidor_Bar_Lounge-Nairobi.html,info.nairobi@radissonblu.com,5,,https://media-cdn.tripadvisor.com/media/photo-w/24/ca/90/03/bar-island.jpg,https://qr1.be/KE8D,61,FALSE,FALSE,Nairobi,24091389,
International,Vegetarian Friendly,Vegan Options,,,,,,,,,,,,,Lamb,,,,,,,,,,,,,,,,,,,,,,,Reservations,Buffet,Seating,Free off-street parking,Wheelchair Accessible,Serves Alcohol,Accepts American Express,Accepts Mastercard,Accepts Visa,Digital Payments,Free Wifi,Table Service,Takeout,Outdoor Seating,Highchairs Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,Breakfast,Lunch,Brunch,Dinner,,,36.81641,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,100,,Elgon Road,"Radisson Blu Hotel, Nairobi Upper Hill",Restaurants,,,,1,1,5,31,112,-1.302,Breakfast,Lunch,Brunch,Dinner,,,"Elgon Road Radisson Blu Hotel, Nairobi Upper Hill, Nairobi 00100 Kenya",57,"#18 of 1,048 places to eat in Nairobi",+254 709 810000,,4.673176765,18,Open Now,The Larder,https://www.radissonhotels.com/en-us/hotels/radisson-blu-nairobi-upper-hill/restaurant-bar,Sit down,"The Larder Restaurant & Terrace is an all day dining venue that offers international cuisine for breakfast, lunch, and dinner daily. Enjoy our live cooking station, terrace area and cozy ambience. Buffet available at breakfast, lunch and dinner, a la carte menu available from 6:00 AM to 11 PM.","KES 1,482 - KES 10,377",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d11814084-Reviews-The_Larder-Nairobi.html,info.nairobi@radissonblu.com,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/0f/21/13/0c/larder.jpg,https://qr1.be/D69Q,150,FALSE,FALSE,Nairobi,11814084,$$ - $$$
Seafood,Diner,South American,,,,,,,,,,,,,Lobster,Salad,Scallops,Salmon,Tuna,Prawns,Beef,Lamb,,,,,,,,,,,,,,,,Outdoor Seating,Seating,Parking Available,Validated Parking,Valet Parking,Highchairs Available,Wheelchair Accessible,Accepts American Express,Accepts Mastercard,Accepts Visa,Free Wifi,Reservations,Serves Alcohol,Full Bar,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,,,,,,,1320,1080,,,,,1320,1080,,,,,1320,1080,,,,,1320,1080,,,,,1320,1080,,,,,1320,1080,,,,,Dinner,,,,,,36.81637,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,100,,Harry Thuku Road,Fairmont The Norfolk,Restaurants,,20484493,Nairobi Central Business District,3,10,23,70,223,-1.278437,Dinner,,,,,,"Harry Thuku Road Fairmont The Norfolk, Nairobi 00100 Kenya",143,"#22 of 1,048 places to eat in Nairobi",+254 795 737786,,4.506747246,22,Closed Now,Tatu Restaurant By Fairmont,http://www.fairmont.com/norfolk-hotel-nairobi/dining/tatu-restaurant/,Sit down,"The city’s iconic restaurant, Tatu, reopens on popular demand with a new menu specializing in finest of seafood, premium cuts of meat and vegetarian delicacies to tantalize your taste buds.

Fashioned in contemporary African style, the restaurant benefits from a patio ideal for dining alfresco whilst overlooking the tropical garden.

Feel welcome and book now !","KES 155,648 - KES 1,185,888",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d1910873-Reviews-Tatu_Restaurant_By_Fairmont-Nairobi.html,dining.norfolk@fairmont.com,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/29/ba/1b/b2/juicy-steak.jpg,https://www.fairmont.com/norfolk-hotel-nairobi/pdfs/tatu-menu-food-23rd-june-compressed/,329,FALSE,FALSE,Nairobi,1910873,$$$$
Cafe,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,,,,,,,,Juice & Smoothies,Chicken Wings,Burger,Salad,Wings,Curry,Beef,Fish,,,,,,,,,,,,,,,,Takeout,Reservations,Seating,Free Wifi,Table Service,Parking Available,Digital Payments,Accepts Credit Cards,Non-smoking restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,360,,,,,1320,360,,,,,1320,360,,,,,1320,360,,,,,1380,360,,,,,1380,360,,,,,1380,360,,,,,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,36.818413,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,100,,Junction of Kionange & Biashara Streets and The Village Market,CJ's Building,Restaurants,,20484493,Nairobi Central Business District,7,13,17,131,1101,-1.283179,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,"Junction of Kionange & Biashara Streets and The Village Market CJ's Building, Nairobi 00100 Kenya",469,"#7 of 1,048 places to eat in Nairobi",+254 792 000090,,4.822167397,7,Closed Now,CJ's Koinange,http://www.cjs.co.ke,Sit down,"CJ’s, a fully-fledged restaurant specializing in delivering a relaxed and memorable dining experience. Each location features a unique ambience with tasteful decor, specially designed for your comfort. To make you feel more at home, we’ve carefully selected a unique theme for each location.","KES 14,824 - KES 16,306",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d14008730-Reviews-CJ_s_Koinange-Nairobi.html,cjs.koinange@cjs.co.ke,5,,https://media-cdn.tripadvisor.com/media/photo-o/27/30/f6/37/welcome-to-cj-s-a-fully.jpg,http://www.cjs.co.ke/menu,1269,FALSE,FALSE,Nairobi,14008730,$$ - $$$
Seafood,Asian,Grill,Japanese Fusion,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,,,,,Crab,Lobster,Oyster,Salmon,Tuna,Prawns,Seafood Platters,Fish,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Outdoor Seating,Private Dining,Seating,Parking Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Free Wifi,Accepts Credit Cards,Buffet,Free off-street parking,Wine and Beer,Digital Payments,Live Music,Family style,Gift Cards Available,,,,,,,,,,,,,Top 3 Reasons to Eat Here,Sponsored by: Mawimbi Seafood Restaurant,Fresh from the ocean Seafood,https://media-cdn.tripadvisor.com/media/photo-s/1d/8b/54/28/mawimbi-seafood-restaurant.jpg,FALSE,seafood,Read review,1,,5,828109701,Thom T,"All sorts of delicious items, especially seafood.",Beautiful outdoors by the pool,https://media-cdn.tripadvisor.com/media/photo-s/1f/e9/ec/91/mawimbi-seafood-restaurant.jpg,FALSE,live band,Read review,2,,5,812809994,rasveern,Great atmosphere which reminds you of the ocean ,Special Birthday celebrations,https://media-cdn.tripadvisor.com/media/photo-s/1d/8b/54/cb/mawimbi-seafood-restaurant.jpg,FALSE,birthday dinner,Read review,3,,5,810606525,jnrain,I hosted a delightful and memorable birthday dinner at Mawimbi.,,Africa/Nairobi,1425,360,,,,,1425,360,,,,,1425,360,,,,,1425,360,,,,,1425,360,,,,,1425,360,,,,,1425,360,,,,,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,36.818127,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Kijabe Street,Longonot Place,Restaurants,,20484493,Nairobi Central Business District,14,7,12,43,923,-1.277741,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,"Kijabe Street Longonot Place, Nairobi Kenya",489,"#8 of 1,048 places to eat in Nairobi",+254 758 956805,,4.819805622,8,Open Now,Mawimbi Seafood Restaurant,https://www.mawimbirestaurant.com/,Sit down,"Mawimbi Seafood Restaurant & Cafe offers spectacular romantic ambience. Sectioned into 4 spaces, each giving off a unique feel yet flows through each seamlessly giving off a tropical journey experience with opulent class and elegance. With heavy emphasis on fine seafood cuisine playfully fused with our world class bar crafting bespoke cocktails served in unconventional ways.","KES 163,060 - KES 511,414",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d20151172-Reviews-Mawimbi_Seafood_Restaurant-Nairobi.html,Info@mawimbirestaurant.com,5,,https://media-cdn.tripadvisor.com/media/photo-o/28/75/f1/ad/upper-deck.jpg,http://www.mawimbirestaurant.com,998,FALSE,FALSE,Nairobi,20151172,$$$$
American,African,,,,,,,,,,,,,,Burger,Wings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1200,720,,,,,1200,720,,,,,1200,720,,,,,1200,720,,,,,1200,720,,,,,1350,600,,,,,1350,600,,,,,Lunch,Dinner,,,,,36.81919,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Uhuru Highway,Highwayy Mal,Restaurants,,,,0,0,0,0,26,-1.290179,Lunch,Dinner,,,,,"Uhuru Highway Highwayy Mal, Nairobi Kenya",95,"#62 of 1,048 places to eat in Nairobi",+254 705 155155,,3.695060015,62,Closed Now,Mama Rocks Gourmet Burgers - Mega Mall,http://www.mamarocksburgers.com,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d24174865-Reviews-Mama_Rocks_Gourmet_Burgers_Mega_Mall-Nairobi.html,,5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/26/b2/f6/86/mama-rocks-gourmet-burgers.jpg,http://www.mamarocksburgers.com/,26,FALSE,FALSE,Nairobi,24174865,
Italian,Indian,Bar,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,,,,,,Noodle,Pasta,Frozen Yogurt,Burger,Salad,Waffles,Curry,Salmon,Prawns,Beef,Lamb,Pesto,Fish,,,,,,,,,,,Takeout,Reservations,Outdoor Seating,Seating,Parking Available,Validated Parking,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Free Wifi,Accepts Credit Cards,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,480,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,420,,,,,1380,480,,,,,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,36.802265,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Delta Towers,"Ground Floor, PwC Towers, Delta Corner Estate",Restaurants,,,,19,22,61,165,244,-1.265588,Breakfast,Lunch,Dinner,Brunch,Late Night,Drinks,"Delta Towers Ground Floor, PwC Towers, Delta Corner Estate, Nairobi Kenya",248,"#30 of 1,048 places to eat in Nairobi",+254 790 999149,,4.350590706,30,Open Now,Urban Eatery,http://www.urbaneatery.co.ke/,Café,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d7724689-Reviews-Urban_Eatery-Nairobi.html,info@urbaneatery.co.ke,4,,https://media-cdn.tripadvisor.com/media/photo-o/29/a6/95/4d/ambience-at-ue.jpg,http://www.urbaneatery.co.ke/menus-,511,FALSE,FALSE,Nairobi,7724689,$$ - $$$
Italian,Pizza,Mediterranean,European,Vegetarian Friendly,,,,,,,,,,,Pasta,Salad,Risotto,Salmon,Lamb,Pesto,Fish,Pork,,,,,,,,,,,,,,,,Takeout,Reservations,Outdoor Seating,Seating,Serves Alcohol,Full Bar,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1440,450,,,,,1440,450,,,,,1440,450,,,,,1440,450,,,,,1440,450,,,,,1440,450,,,,,1440,450,,,,,Lunch,Dinner,Late Night,,,,36.822105,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Kaunda and Wabera Street,,Restaurants,,20484493,Nairobi Central Business District,25,23,86,146,102,-1.285448,Lunch,Dinner,Late Night,,,,"Kaunda and Wabera Street, Nairobi Kenya",80,"#94 of 1,048 places to eat in Nairobi",2542240205,,3.516540527,94,Open Now,Trattoria Ristorante & Pizzeria,http://trattoria.co.ke,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d3187290-Reviews-Trattoria_Ristorante_Pizzeria-Nairobi.html,trattoria.kenya@gmail.com,3.5,,https://media-cdn.tripadvisor.com/media/photo-o/0d/d6/df/11/photo2jpg.jpg,http://trattoria.co.ke/menu-2/,382,FALSE,FALSE,Nairobi,3187290,$$ - $$$
International,European,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,,,,,,,Salad,Calamari,Salmon,,,,,,,,,,,,,,,,,,,,,Reservations,Seating,Parking Available,Serves Alcohol,Digital Payments,Free Wifi,Full Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,,,,,,,900,720,1320,1110,,,900,720,1320,1110,,,900,720,1320,1110,,,900,720,1320,1110,,,900,720,1320,1110,,,1320,1110,,,,,Dinner,Lunch,,,,,36.81499,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,100,,"Kenya Road, UpperHill",Crowne Plaza,Restaurants,,,,2,1,1,12,90,-1.300669,Dinner,Lunch,,,,,"Kenya Road, UpperHill Crowne Plaza, Nairobi 00100 Kenya",61,"#39 of 1,048 places to eat in Nairobi",+254 20 2746061,,3.987501621,39,Closed Now,Sikia Fine Dining Restaurant,http://www.ihg.com/crowneplaza/hotels/us/en/nairobi/nbocp/hoteldetail/dining#,,"Fine Dining Cuisine offering a unique mix of exclusivity, comfort, sophistication and design. The a la carte menu is a tantalizing play of local and international cuisine, meticulously fused to offer the finest dining experience in Nairobi. Sikia is open for Lunch from 12 noon to 3:00p.m. and Dinner from 6.30pm to 10.00pm. Open six days a week Monday to Saturday. Closed on public holidays.",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d7789848-Reviews-Sikia_Fine_Dining_Restaurant-Nairobi.html,reservations@cpnairobi.com,5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/00/78/ac/sikia-fine-dining-restaurant.jpg,,106,FALSE,FALSE,Nairobi,7789848,$$$$
