"dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","subcategories/0","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","rankingPosition","localName","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","openNowText","rankingString","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","priceRange","id","photoCount","address","name","menuWebUrl","webUrl","description","rawRanking","latitude","category","website","type","image","rankingDenominator","localAddress","phone","isLongClosed","isClosed","establishmentTypes/0","establishmentTypes/1","numberOfReviews","email","longitude","locationString","priceLevel","rating"
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Langata Road","Inside Uhuru Gardens",,,,,,,,,,,,,,,,,,,,,,"African",,,,,,,,"1","0","1","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"769","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#769 of 1,048 places to eat in Nairobi",,,,,,,,"12929051","1","Langata Road Inside Uhuru Gardens, Nairobi Kenya","Le 63 Lounge and Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d12929051-Reviews-Le_63_Lounge_and_Restaurant-Nairobi.html",,"2.975440740585327","-1.32741","restaurant","https://www.facebook.com/Le-63-Lounge-Restaurant-709981462461249/","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/15/7f/4b/6b/photo0jpg.jpg","833",,"+254 722 893612","false","false","Restaurants",,"3","le63gardens@gmail.com","36.71744","Nairobi",,"3"
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Prestige Plaza","Ngong Road",,,,,,,,,,,,,,,,,,,,,,"Cafe",,,,,,,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17990691","0","Prestige Plaza Ngong Road, Nairobi Kenya","Kikwetu Kitchen",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d17990691-Reviews-Kikwetu_Kitchen-Nairobi.html",,,"-1.29786","restaurant","http://kikwetu-kitchen.com/","RESTAURANT",,,,"+254 722 296280","false","false","Restaurants",,"0",,"36.76241","Nairobi",,
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Ngong Rd","Adams Arcade Building","Café",,"Africa/Nairobi","1260","390",,,"1260","390","1260","390","1260","390","1260","390","1260","390","1260","390",,,"Caribbean","African","Cafe","Fast Food","Diner",,,,"0","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"751","","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,"Closed Now","#751 of 1,048 places to eat in Nairobi","Breakfast","Lunch","Dinner",,,,"KES 22,235 - KES 177,883","14006359","0","Ngong Rd Adams Arcade Building, Nairobi Kenya","Java House","https://www.javahouseafrica.com/our-menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d14006359-Reviews-Java_House-Nairobi.html",,"3","-1.298326","restaurant","https://www.javahouseafrica.com/our-locations/","RESTAURANT",,"833",,"+254 721 555831","false","false","Restaurants",,"1",,"36.7622","Nairobi","$","3"
"Juice & Smoothies","Salad","Beef","Fish",,,,,,,,,,,,,,,,"Nairobi","Kenya","00200",,"Maasai Lodge Road","","Sit down",,"Africa/Nairobi","1439","0",,,"1439","0","1439","0","1439","0","1439","0","1439","0","1439","0",,,"Italian","International","European",,,,,,"31","24","29","41","40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"723","","Late Night",,,,,,"Reservations","Outdoor Seating","Seating","Parking Available","Serves Alcohol","Table Service",,,,,,,,,,,,,,,,,"Open Now","#723 of 1,048 places to eat in Nairobi","Late Night",,,,,,"KES 2,224","1627505","145","Maasai Lodge Road, Nairobi 00200 Kenya","Rolf's Place",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d1627505-Reviews-Rolf_s_Place-Nairobi.html",,"3.009561538696289","-1.392138","restaurant",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/a9/c0/a4/bridge-entrance.jpg","833",,"+254 722 265768","false","false","Restaurants",,"165","rolfsplacepolo@gmail.com","36.806404","Nairobi","$$ - $$$","3"
,,,,,,,,,,,,,,,,,,,"Karen","Kenya","25035-00603",,"Sierra Manor House Grill","Next to the Legend ",,,"Africa/Nairobi","1320","660",,,"1320","660","1320","660","1320","660","1320","660","1320","660","1320","660",,,"Steakhouse","Grill","Dining bars",,,,,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,"","Lunch","Dinner","Brunch","Drinks",,,"Delivery","Takeout","Reservations","Seating","Parking Available","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Free Wifi",,,,,,,,,,,,,"Closed Now",,"Lunch","Dinner","Brunch","Drinks",,,,"26518621","0","Sierra Manor House Grill Next to the Legend, Karen, Nairobi 25035-00603 Kenya","Sierra Manor House Grill",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d26518621-Reviews-Sierra_Manor_House_Grill-Karen_Nairobi.html","Sierra Manor House Grill is a place to experience steakhouse excellence and fine dining elegance with a gastrohub theme. Our inviting ambiance, complete with a cozy fireplace, offers the perfect setting for enjoying a delicious meal, a good book, or heartwarming conversations. From Angus and Boran steaks to Wagyu burgers, savor modern steakhouse cuisine in Karen and embark on a culinary journey of flavors and unforgettable moments. Welcome to the ultimate fusion of steakhouse and fine dining. Your unforgettable dining experience starts here.",,"-1.320092","restaurant",,"RESTAURANT",,,,"+254 788 790062","false","false","Restaurants",,"0","marketing@ozzbeco.com","36.710445","Karen, Nairobi",,
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,," 336 Karen Road, Karen, Nairobi Kenya",,"Sit down",,"Africa/Nairobi","1320","540",,,"1320","540","1320","540","1320","540","1320","540","1320","540","1320","540",,,"French","American","Indian","African","European","Danish",,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"","Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","Takeout","Reservations","Outdoor Seating","Buffet","Private Dining","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Credit Cards",,,,,,"Closed Now",,"Lunch","Dinner","Brunch","Late Night","Drinks","Breakfast","KES 2,224 - KES 14,824","26355246","70","336 Karen Road, Karen, Nairobi Kenya, Nairobi Kenya","Karen Blixen Coffee Garden Restaurant","https://www.karenblixencoffeegardens.com/hattons-menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d26355246-Reviews-Karen_Blixen_Coffee_Garden_Restaurant-Nairobi.html","First, let’s explore Babette, our Fine Dining a haven for fine dining enthusiasts. With a contemporary cuisine that boasts a delightful fine dining experience, Babette is a culinary gem that will leave your taste buds craving for more. Step inside and be captivated by the elegant ambiance that sets the stage for an unforgettable meal. Whether you choose to dine indoors or bask in the refreshing outdoor atmosphere, Babette can accommodate up to 60 guests inside and 20 guests outside, ensuring an intimate and exclusive experience.

Step into a world of culinary delights and enchanting surroundings at Karen Blixen Coffee Garden Restaurant. Nestled within our establishment are three distinct sections that promise to elevate your dining experience to new heights. Get ready to embark on a journey through tantalizing flavors and breathtaking settings.

For those seeking a unique and immersive experience, Atrium, our glass house beckons. This glass conservatory is where Babette and the Garden Restaurant converge to create an extraordinary fusion of flavours. Here, you can drink, dine, learn, and interact, all while enjoying the best of both worlds. The Atrium serves as a versatile space, perfect for hosting small parties and other special events for up to 40 guests. Imagine celebrating your most cherished moments surrounded by the breathtaking beauty of this stunning venue.

At Karen Blixen Coffee Garden Restaurant, we understand that ambiance plays a crucial role in enhancing your dining experience. That’s why our classical design is imbued with a modern twist, creating a captivating atmosphere that combines timeless elegance with contemporary allure. As you enter our bar and lounge area, you will be enveloped in a warm and inviting ambiance, making it the perfect spot for friends to gather, collaborate, and indulge in delightful conversations.",,"-1.320551","restaurant","https://www.karenblixencoffeegardens.com/","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/42/fc/8c/babette-s-the-fine-dining.jpg",,,"+254 111 969720","false","false","Restaurants",,"0","info@karenblixengroup.com","36.71817","Nairobi","$$$$",
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya","00515",,"Ngong Road","Opp Meteorological Centre",,,,,,,,,,,,,,,,,,,,,,"African",,,,,,,,"0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"709","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#709 of 1,048 places to eat in Nairobi",,,,,,,,"14130770","0","Ngong Road Opp Meteorological Centre, Nairobi 00515 Kenya","Pork Spare Ribs",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d14130770-Reviews-Pork_Spare_Ribs-Nairobi.html",,"3.012425661087036","-1.30822","restaurant","https://www.facebook.com/porkcentre/","RESTAURANT",,"833",,"+254 704 361129","false","false","Restaurants",,"1",,"36.73304","Nairobi",,"4"
,,,,,,,,,,,,,,,,,,,"Ongata Rongai","Kenya","19786-202",,"Magadi Road","Opposite Tuskys Supermarket",,,"Africa/Nairobi","1439","0",,,"1439","0","1439","0","1439","0","1439","0","1439","0","1439","0",,,,,,,,,,,"0","0","2","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15320355","Ongata Rongai","City",,"2697619","Rift Valley Province","Province",,"294206","Kenya","Country","1","","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,"Open Now","#1 of 2 places to eat in Ongata Rongai","Breakfast","Lunch","Dinner",,,,,"8445142","3","Magadi Road Opposite Tuskys Supermarket, Ongata Rongai 19786-202 Kenya","The Siron Place",,"https://www.tripadvisor.com/Restaurant_Review-g15320355-d8445142-Reviews-The_Siron_Place-Ongata_Rongai_Rift_Valley_Province.html",,"3.0424001216888428","-1.397032","restaurant","https://thesironhotel.co.ke/","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/10/91/45/5b/very-spacious-awesome.jpg","1",,"+254 709 139000","false","false","Restaurants",,"3","info@thesironhotel.co.ke","36.751648","Ongata Rongai, Rift Valley Province",,"3.5"
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya","00502",,"Darosa Plaza, Karen Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"695","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#695 of 1,048 places to eat in Nairobi",,,,,,,,"19935962","0","Darosa Plaza, Karen Road, Nairobi 00502 Kenya","Graceful Chinese Restaurant",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d19935962-Reviews-Graceful_Chinese_Restaurant-Nairobi.html",,"3.0154027938842773","-1.32761","restaurant","https://www.facebook.com/Graceful-Chinese-Restaurant-187652314753603/","RESTAURANT",,"833",,"+254 726 265742","false","false","Restaurants",,"1",,"36.71741","Nairobi",,"4"
,,,,,,,,,,,,,,,,,,,"Kiserian","Kenya",,,,,,,,,,,,,,,,,,,,,,,,,,"Steakhouse",,,,,,,,"0","0","1","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3569276","Kiserian","City",,"2697619","Rift Valley Province","Province",,"294206","Kenya","Country","2","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#2 of 2 places to eat in Kiserian",,,,,,,,"21225848","8","Kiserian Kenya","Southern Choma Joint",,"https://www.tripadvisor.com/Restaurant_Review-g3569276-d21225848-Reviews-Southern_Choma_Joint-Kiserian_Rift_Valley_Province.html",,"3.033986806869507","-1.430972","restaurant",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/1d/40/18/d9/caption.jpg","2",,,"false","false","Restaurants",,"2",,"36.686672","Kiserian, Rift Valley Province",,"4"
,,,,,,,,,,,,,,,,,,,"Karen","Kenya","00100",,"Forest Edge Road","Opposite Bomas Of Kenya",,,"Africa/Nairobi","1425","480",,,"1425","480","1425","480","1425","480","1425","480","1425","480","1425","480",,,"Chinese","Indian","African","Asian",,,,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","17","","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,"Open Now","#17 of 29 places to eat in Karen","Breakfast","Lunch","Dinner",,,,,"23884238","0","Forest Edge Road Opposite Bomas Of Kenya, Karen, Nairobi 00100 Kenya","Hunger's Nest Restaurant And Bar",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d23884238-Reviews-Hunger_s_Nest_Restaurant_And_Bar-Karen_Nairobi.html","If you want to live beautiful moments of your life that is away from the hustle and bustle of the city, amidst trees and plants then you are welcomed... You will find delicious delicacies that will fill your heart with joy and peace. You will grab the good quality of drinks which makes your mood lighten up and strong at the same time.","3.041857957839966","-1.340135","restaurant","http://www.hungersnest.co.ke/","RESTAURANT",,"22",,"+254 706 141411","false","false","Restaurants",,"1","hungersnest@gmail.com","36.766987","Karen, Nairobi",,"5"
,,,,,,,,,,,,,,,,,,,"Karen","Kenya","00100",,"Forest Edge Road","No. 2 Opposite Bomas","Sit down",,"Africa/Nairobi","1380","600",,,"1380","600","1380","600","1380","600","1380","600","1380","600","1380","600",,,"African",,,,,,,,"1","1","0","1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","21","","Lunch","Dinner","Brunch",,,,"Outdoor Seating","Seating","Parking Available","Free off-street parking","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards",,,,,,,,,,"Closes in 14 min","#21 of 29 places to eat in Karen","Lunch","Dinner","Brunch",,,,"KES 59,294 - KES 370,590","13859726","12","Forest Edge Road No. 2 Opposite Bomas, Karen, Nairobi 00100 Kenya","Firepit Kitchen & Bar",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d13859726-Reviews-Firepit_Kitchen_Bar-Karen_Nairobi.html","A Local cuisine country house restaurant and bar offering delicious affordable meals. Ideal for families, parties, events, birthdays, meetings and corporate functions.","3.016451120376587","-1.34042","restaurant","https://www.facebook.com/FirepitKe/","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/12/61/62/09/getlstd-property-photo.jpg","22",,"+254 797 622869","false","false","Restaurants",,"5","info@firepit.co.ke","36.766907","Karen, Nairobi","$$ - $$$","3.5"
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Olympic Road, Next to Binti Pamoja Building",,"Café",,,,,,,,,,,,,,,,,,,,,"Indian","African","Cafe","Fast Food","Healthy",,,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"638","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#638 of 1,048 places to eat in Nairobi",,,,,,,"KES 14,824 - KES 74,118","17785532","2","Olympic Road, Next to Binti Pamoja Building, Nairobi Kenya","Maples Oven",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d17785532-Reviews-Maples_Oven-Nairobi.html","Maple Oven is a quaint, quiet home-style restaurant tucked away in the heart of Kibera. Here, freshness, taste and hygiene are three things that we do not compromise on. With our fast-wifi, blossoming bougainvillea and warm company you are sure to have a comfortable and relaxing time. Lastly, by supporting us you also support widows and single mothers that we empower through culinary training.","3.027219772338867","-1.31203","restaurant",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/f0/6e/6a/the-owner-margaret.jpg","833",,"+254 722 563756","false","false","Restaurants",,"1","margaretomwanda9@gmail.com","36.77941","Nairobi","$","5"
,,,,,,,,,,,,,,,,,,,"Kahawa","Kenya","90126",,"Ring Rd Parklands","Opposite The Mall","Café",,,,,,,,,,,,,,,,,,,,,"Diner",,,,,,,,"0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12559861","Kahawa","City",,"3688711","Nairobi Region","District",,"294206","Kenya","Country","2","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#2 of 2 places to eat in Kahawa",,,,,,,"KES 22,235 - KES 222,354","14095382","0","Ring Rd Parklands Opposite The Mall, Kahawa 90126 Kenya","Java House","https://www.javahouseafrica.com/our-menu/","https://www.tripadvisor.com/Restaurant_Review-g12559861-d14095382-Reviews-Java_House-Kahawa_Nairobi_Region.html",,"3.0136990547180176","-1.29854","restaurant","http://www.javahouseafrica.com/","RESTAURANT",,"2",,"+254 705 143983","false","false","Restaurants",,"1",,"36.76302","Kahawa, Nairobi Region","$","4"
,,,,,,,,,,,,,,,,,,,"Karen","Kenya","00100",,"Ngong Road","Opposite At Christopher",,,,,,,,,,,,,,,,,,,,,,"Lebanese","Mediterranean","Wine Bar",,,,,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country","18","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#18 of 29 places to eat in Karen",,,,,,,,"23140861","3","Ngong Road Opposite At Christopher, Karen, Nairobi 00100 Kenya","Spikizi",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d23140861-Reviews-Spikizi-Karen_Nairobi.html",,"3.0327301025390625","-1.329591","restaurant",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/1c/9e/3f/7a/spikizi.jpg","22",,"+254 712 488884","false","false","Restaurants",,"1",,"36.687332","Karen, Nairobi","$$ - $$$","5"
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Ngong Road","Junction Mall","Café",,,,,,,,,,,,,,,,,,,,,"Diner",,,,,,,,"3","0","2","1","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"780","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"#780 of 1,048 places to eat in Nairobi",,,,,,,"KES 22,235 - KES 222,354","14109896","3","Ngong Road Junction Mall, Nairobi Kenya","Java House","https://www.javahouseafrica.com/our-menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d14109896-Reviews-Java_House-Nairobi.html",,"2.9346699714660645","-1.298387","restaurant","http://www.javahouseafrica.com","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/17/2c/0d/fa/java-house.jpg","833",,"+254 725 783402","false","false","Restaurants",,"9",,"36.76185","Nairobi","$","3"
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"The Junction Mall, Ngong Rd",,,,,,,,,,,,,,,,,,,,,,,"Chinese",,,,,,,,"5","2","2","2","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"820","",,,,,,,"Reservations",,,,,,,,,,,,,,,,,,,,,,,"#820 of 1,048 places to eat in Nairobi",,,,,,,,"8828428","4","The Junction Mall, Ngong Rd, Nairobi Kenya","Double Dragon",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d8828428-Reviews-Double_Dragon-Nairobi.html",,"2.6319971084594727","-1.297952","restaurant",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/12/08/8a/7f/photo1jpg.jpg","833",,,"false","false","Restaurants",,"13",,"36.76258","Nairobi","$$ - $$$","2.5"
,,,,,,,,,,,,,,,,,,,"Karen","Kenya",,,"Dagoreti road",,,,"Africa/Nairobi","1080","600",,,"1080","600","1080","600","1080","600","1080","600","1080","600","1080","600",,,"Pizza","Cafe","Barbecue","Grill","Diner",,,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,"","Breakfast","Lunch","Dinner","Brunch","Drinks",,"Reservations","Outdoor Seating","Parking Available","Digital Payments","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,"Closed Now",,"Breakfast","Lunch","Dinner","Brunch","Drinks",,,"26101715","0","Dagoreti road, Karen, Nairobi Kenya","Adventure Farm Karen",,"https://www.tripadvisor.com/Restaurant_Review-g12559418-d26101715-Reviews-Adventure_Farm_Karen-Karen_Nairobi.html","Farm To Fork Restaurant",,"-1.316737","restaurant","http://www.adventurefarm.co.ke","RESTAURANT",,,,"+254 759 335447","false","false","Restaurants",,"0","info@adventurefarm.co.ke","36.69033","Karen, Nairobi",,
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Kazuri Beads next to Karen Green","Langata Road Karen Area",,,"Africa/Nairobi","1380","480",,,"1380","480","1380","480","1380","480","1380","480","1380","480","1380","480",,,"American","Indian","African","European","Asian",,,,"0","0","0","0","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"561","","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Delivery","Outdoor Seating","Buffet","Private Dining","Parking Available","Serves Alcohol","Wine and Beer","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Jazz Bar",,,,,,,,,,,"Closes in 14 min","#561 of 1,048 places to eat in Nairobi","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"25392730","15","Kazuri Beads next to Karen Green Langata Road Karen Area, Nairobi Kenya","Claypot Restaurant Kenya",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d25392730-Reviews-Claypot_Restaurant_Kenya-Nairobi.html","We are an Indian and African cuisine restaurant connecting intense flavours of Asia and Africa with the community through culinary traditions and culture.","3.0435574054718018","-1.338771","restaurant","http://www.claypotkenya.com","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/28/a9/fa/ca/visit-us-or-contact-us.jpg","833",,"+254 777 222260","false","false","Restaurants",,"1","claypotrestaurantkenya@gmail.com","36.735622","Nairobi",,"5"
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya","00505",,"Ring Rd Parklands","Westlands Square, Opp The Mall","Café",,,,,,,,,,,,,,,,,,,,,"Diner",,,,,,,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 22,235 - KES 222,354","14139833","0","Ring Rd Parklands Westlands Square, Opp The Mall, Nairobi 00505 Kenya","Java House","https://www.javahouseafrica.com/our-menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d14139833-Reviews-Java_House-Nairobi.html",,,"-1.29854","restaurant","http://www.javahouseafrica.com/","RESTAURANT",,,,"+254 705 143983","false","false","Restaurants",,"0",,"36.76302","Nairobi","$",
,,,,,,,,,,,,,,,,,,,"Nairobi","Kenya",,,"Ngong Rd. Karen Village",,,,,,,,,,,,,,,,,,,,,,,"African","Canadian",,,,,,,"0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15638146","0","Ngong Rd. Karen Village, Nairobi Kenya","Piga Moja",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d15638146-Reviews-Piga_Moja-Nairobi.html",,,"-1.3149","restaurant","https://www.facebook.com/PigaMoja/","RESTAURANT",,,,"+254 708 988904","false","false","Restaurants",,"0",,"36.72","Nairobi",,
