"ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","menuWebUrl","webUrl","description","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","rawRanking","latitude","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","category","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","website","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","type","image","rankingDenominator","localAddress","phone","isLongClosed","rankingPosition","rankingString","priceRange","photoCount","address","name","isClosed","establishmentTypes/0","establishmentTypes/1","establishmentTypes/2","numberOfReviews","email","longitude","neighborhoodLocations/0/id","neighborhoodLocations/0/name","locationString","priceLevel","subcategories/0","rating","localName","openNowText","id"
"8","6","30","116","116","http://www.360degreespizza.com/menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d5038688-Reviews-360_Degrees_Pizza_ABC_Place-Nairobi.html","360 Degrees Artisan Pizza is an upscale casual restaurant serving authentic Neapolitan Pizza in a warm and lively modern atmosphere.",,"Africa/Nairobi","1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1380","660",,,,,"1380","660",,,,,"3.866246461868286","-1.259592","Delivery","Takeout","Reservations","Outdoor Seating","Seating","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Free Wifi",,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Brunch","Late Night",,,"Italian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,,"Pasta","Salad","Prosciutto","Meatballs","Gelato","Pesto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00505",,"Waiyaki Way","ABC Place, Waiyaki Way, Westlands","http://www.360degreespizza.com/","Lunch","Dinner","Brunch","Late Night",,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0f/83/75/46/caption.jpg","833",,"+254 733 360360","false","49","#49 of 1,048 places to eat in Nairobi","KES 59,294 - KES 296,472","66","Waiyaki Way ABC Place, Waiyaki Way, Westlands, Nairobi 00505 Kenya","360 Degrees Pizza - ABC Place","false","Restaurants",,,"276","info@360degreespizza.com","36.776505",,,"Nairobi","$$ - $$$","Café","4","","Closed Now","5038688"
"2","6","14","55","67","http://www.fogogaucho.co.ke#menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d7596773-Reviews-Fogo_Gaucho-Nairobi.html","Fogo Gaucho is Nairobi's Favourite Steakhouse set up in a beautiful ambience that gives a feel as though you are in a corner of South Brazil. If you are looking for a prime dining experience in a stylish, ambient environment either for a family outing, business lunch meeting or office party, Fogo Gaucho offers top class service to fit any occasion and a playground for children every Sunday.",,"Africa/Nairobi","1350","750",,,,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"900","720","1350","1110",,,"960","720","1380","1110",,,"1350","750",,,,,"3.731339454650879","-1.29083","Takeout","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Free off-street parking","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Free Wifi","Full Bar","Accepts Credit Cards",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Brazilian","Barbecue",,,,,,,,,,,,,,"Ribs","Salad","Prawns","Beef","Lamb","Fish","Pork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"Galana Road","Galana Plaza","http://www.fogogaucho.co.ke","Lunch","Dinner",,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/07/44/8f/d4/beautiful-ambience.jpg","833",,"+254 715 414141","false","61","#61 of 1,048 places to eat in Nairobi","KES 2,965 - KES 4,447","40","Galana Road Galana Plaza, Nairobi 00100 Kenya","Fogo Gaucho","false","Restaurants",,,"144","kilimani@fogogaucho.co.ke","36.783066",,,"Nairobi","$$ - $$$","Sit down","4","","Closed Now","7596773"
"0","0","1","2","43","https://tsh.menu/location?id=the-other-room-social-house-nairobi","https://www.tripadvisor.com/Restaurant_Review-g294207-d21236043-Reviews-The_Other_Room_Restaurant-Nairobi.html","Bold, Simple Farm-to-table Dining A pool & lawn-side restaurant bathed in sunlight Farm-to-table ingredients boldly, but simply prepared to let the natural flavors shine Scandinavian-styled interior Buffet and a-la-carte breakfasts and lunches Private dining and culinary events, late afternoons and evenings",,"Africa/Nairobi","1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"1439","0",,,,,"4.0842976570129395","-1.280639","Takeout","Outdoor Seating","Private Dining","Seating","Parking Available","Valet Parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service","Live Music","Family style","Non-smoking restaurants","Gift Cards Available",,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Contemporary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"154 James Gichuru Road",,"http://www.thesocialhouse.ke","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/20/00/18/dd/the-oher-room-by-the.jpg","833",,"+254 709 216000","false","34","#34 of 1,048 places to eat in Nairobi","KES 140,824 - KES 667,062","35","154 James Gichuru Road, Nairobi 00100 Kenya","The Other Room Restaurant","false","Restaurants",,,"46","talktous@thesocialhouse.ke","36.768074",,,"Nairobi","$$ - $$$","Sit down","5","","Open Now","21236043"
"4","3","3","11","81","https://drive.google.com/drive/folders/1J8HBQJMzbBHGR_vJ5BTpzG4W4lVZYmwu","https://www.tripadvisor.com/Restaurant_Review-g294207-d19292723-Reviews-Cultiva_Farm_Kenya-Nairobi.html","Cultiva strives to build a community of innovative, creative like minded individuals. All driven towards one cause; being the best version of ourselves everyday. We believe in shared energy of positivity and cultivating an environment where we can all grow, succeed and thrive. We like to say Cultiva is more than a restaurant, it's a family. The pillars of the establishment are based on the same principles. Respect, honesty and compassion.

Guests are invited to a culinary experience through an ever-changing menu that is dependent on the produce available on the farm. It’s a farm to table restaurant that grows vegetables, micro herbs and edible flowers, and the serves them along side some of Kenya’s finest organic produce and creations from their kitchen.",,"Africa/Nairobi","1380","480",,,,,,,,,,,"1380","720",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"1380","480",,,,,"3.984955072402954","-1.356984","Reservations","Outdoor Seating","Seating","Parking Available","Street Parking","Serves Alcohol","Full Bar","Wine and Beer","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Breakfast","Dinner","Brunch","Drinks",,"International","Pizza","Asian","South American",,,,,,,,,,,,"Ceviche","Burger","Tacos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Pofu Road",,"http://www.instagram.com/cultivakenya/","Lunch","Breakfast","Dinner","Brunch","Drinks",,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/00/10/06/greenhouse.jpg","833",,"+254701579902","false","40","#40 of 1,048 places to eat in Nairobi",,"145","Pofu Road, Nairobi Kenya","Cultiva Farm Kenya","false","Restaurants",,,"102","sales@cultivakenya.com","36.739162",,,"Nairobi","$$ - $$$",,"4.5","","Closes in 15 min","19292723"
"7","6","18","69","181","https://horientertainment.wixsite.com/cheka-izakaya/menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d8123125-Reviews-Cheka_Japanese_Izakaya-Nairobi.html","Japanese style Restaurant&Bar ""IZAKAYA"" which operated by Japanese in Nairobi Kenya The restaurant name ""CHEKA"" means ""Laugh"" in Swahili language:))",,"Africa/Nairobi","900","720","1350","1080",,,,,,,,,"900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,"900","720","1350","1080",,,"4.090999126434326","-1.284619","Delivery","Takeout","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Street Parking","Validated Parking","Free off-street parking","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Cash Only","Free Wifi","Accepts Credit Cards",,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Drinks",,,,"Japanese","Sushi","Asian","Vegetarian Friendly","Gluten Free Options",,,,,,,,,,,"Noodle","Tempura","Ramen","Okonomiyaki & Takoyaki (Flour Dish)","Salad","Pancakes","Salmon","Tuna","Prawns","Octopus","Fish Soup","Beef","Okonomiyaki","Sashimi","Fish","Pork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","52702",,"101 Manyani East Road",,"http://horientertainment.wixsite.com/cheka-izakaya","Lunch","Dinner","Drinks",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0d/44/56/3f/cheka-dinner.jpg","833",,"+254 717 700666","false","33","#33 of 1,048 places to eat in Nairobi","KES 1,482 - KES 4,447","292","101 Manyani East Road, Nairobi 52702 Kenya","Cheka Japanese Izakaya","false","Restaurants",,,"281","horientertainment@gmail.com","36.77213",,,"Nairobi","$$ - $$$","Sit down","4.5","","Closed Now","8123125"
"11","4","56","183","194",,"https://www.tripadvisor.com/Restaurant_Review-g294207-d1082842-Reviews-Habesha-Nairobi.html",,,"Africa/Nairobi","1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"1440","540",,,,,"4.181793212890625","-1.292195","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Validated Parking","Television","Wheelchair Accessible","Serves Alcohol","Full Bar","Accepts Credit Cards","Table Service",,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Brunch","Late Night",,,"African","Ethiopian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"Juice & Smoothies","Pancakes","Curry","Beef","Fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","",,"Argwings Kodhek Road near Elgeyo Mrakwet junction","","http://www.habesharestaurant.net","Lunch","Dinner","Brunch","Late Night",,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/18/67/98/d0/photo0jpg.jpg","833",,"+254 20 3755418","false","32","#32 of 1,048 places to eat in Nairobi",,"169","Argwings Kodhek Road near Elgeyo Mrakwet junction, Nairobi Kenya","Habesha","false","Restaurants",,,"448",,"36.779972",,,"Nairobi","$$ - $$$","Sit down","4","","Open Now","1082842"
"6","8","38","177","452","http://tamarind.co.ke/doc/cocktail_menus_ii.pdf","https://www.tripadvisor.com/Restaurant_Review-g294207-d1214146-Reviews-Tamarind_Restaurant-Nairobi.html","Nairobi's iconic seafood restaurant which originally opened in August 1977, has recently moved from the Central Business District to the leafy suburbs of Karen at the Karen Blixen coffee Garden. The menu is a blend of the best of French, Asian and African cuisines with specialties such as the famous Prawns Piri Piri, and Chilli Crab which have earned the Tamarind worldwide fame.",,"Africa/Nairobi","1170","600",,,,,"1170","600",,,,,"1170","600",,,,,"1170","600",,,,,"1170","600",,,,,"1170","600",,,,,"1170","600",,,,,"4.512363433837891","-1.345125","Outdoor Seating","Seating","Parking Available","Free off-street parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Reservations","Private Dining","Validated Parking","Full Bar","Accepts Credit Cards","Table Service","Live Music",,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Dinner","Brunch",,,,,"European","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,,"Crab","Crab Cake","Burger","Lobster","Oyster","Shrimp","Salad","Calamari","Chili","Chili Crab","Salmon","Tuna","Clams","Prawns","Octopus","Seafood Platters","Duck","Shellfish","Fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00200",,"Karen Road","Karen","http://www.tamarind.co.ke","Dinner","Brunch",,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/12/96/00/9b/tamarind-restaurant-nairobi.jpg","833",,"+254 719 346349","false","21","#21 of 1,048 places to eat in Nairobi","KES 7,412 - KES 14,824","152","Karen Road Karen, Nairobi 00200 Kenya","Tamarind Restaurant","false","Restaurants",,,"681","reservations.nairobi@tamarind.co.ke","36.71382",,,"Nairobi","$$$$","Sit down","4.5","","Closed Now","1214146"
"27","20","102","477","1368","https://qr1.be/RLJJ","https://www.tripadvisor.com/Restaurant_Review-g294207-d1059634-Reviews-The_Talisman_Restaurant-Nairobi.html","Featuring carved wooden pillars from Pakistan, elegant Afghan rugs, charming fireplaces, sprawling terraces and idyllic gardens, The Talisman blends fine dining with unbridled eclecticism. We have made every effort to create the ideal ambience for those seeking a candle-lit romantic dinner, a casual evening drink with friends, an outdoor lunch with family and everything in between. This is all complemented by distinguished service from our cordial staff. Welcome to the Talisman.",,"Africa/Nairobi","1260","660",,,,,,,,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"1320","660",,,,,"4.4494194984436035","-1.322988","Takeout","Outdoor Seating","Seating","Parking Available","Free off-street parking","Wheelchair Accessible","Serves Alcohol","Full Bar","Accepts Mastercard","Accepts Visa","Free Wifi","Reservations","Highchairs Available","Accepts Credit Cards","Table Service","Live Music","Playgrounds",,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Brunch","Late Night",,,"Seafood","Contemporary","Fusion","Italian","Sushi","European","Vegan Options","Gluten Free Options",,,,,,,,"Dumplings","Burger","Shrimp","T-Bone Steak","Salad","Wings","Chili","Curry","Risotto","Salmon","Tuna","Prawns","Beef","Lamb","Fish","Pork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"320 Ngong Road","Karen","http://www.thetalismanrestaurant.com/","Lunch","Dinner","Brunch","Late Night",,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/12/98/a7/34/lunch.jpg","833",,"+254 705 999997","false","23","#23 of 1,048 places to eat in Nairobi","KES 2,224 - KES 4,447","660","320 Ngong Road Karen, Nairobi Kenya","The Talisman Restaurant","false","Restaurants",,,"1994","reservations@thetalismanrestaurant.com","36.703365",,,"Nairobi","$$ - $$$","Sit down","4.5","","Closed Now","1059634"
"125","320","842","1673","2253","https://tamarind.co.ke/restaurant.php?carnivore","https://www.tripadvisor.com/Restaurant_Review-g294207-d809397-Reviews-The_Carnivore_Restaurant-Nairobi.html","On the outskirts of Nairobi on the Langata Road is the world famous Carnivore, known as the Ultimate 'Beast of a Feast', a meat lovers den where a vast selection of succulent meats are charcoal grilled and carved at your table. Adjoining the Carnivore main restaurant is the 'Simba Saloon' - a vibrant informal a la carte restaurant with a childrens playground,",,"Africa/Nairobi","1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"1260","630",,,,,"4.4183783531188965","-1.329216","Outdoor Seating","Seating","Parking Available","Free off-street parking","Television","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Reservations","Validated Parking","Full Bar","Accepts Credit Cards","Table Service","Buffet","Live Music","Playgrounds",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Brunch",,,,"Steakhouse","African","Barbecue","Gluten Free Options",,,,,,,,,,,,"Cheesecake","Ribs","Roast Beef","Salad","Wings","Meatballs","Beef","Lamb","Fish","Pork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00200",,"Langata Rd","","http://www.tamarind.co.ke/carnivore","Lunch","Dinner","Brunch",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/0f/f4/0f/6b/carvers-at-the-grill.jpg","833",,"+254 722 204647","false","26","#26 of 1,048 places to eat in Nairobi","KES 5,929 - KES 14,824","2464","Langata Rd, Nairobi 00200 Kenya","The Carnivore Restaurant","false","Restaurants",,,"5213","reservations.carnivore@tamarind.co.ke.co.ke","36.801052",,,"Nairobi","$$ - $$$","Sit down","4","","Closed Now","809397"
"0","1","1","7","57","https://www.thesocialhouse.ke/assets/menus/copper.pdf","https://www.tripadvisor.com/Restaurant_Review-g294207-d21138141-Reviews-Copper_The_Urban_Grill-Nairobi.html","Our Smouldering Urban Brasserie Open-fire grill Emphasis on meat, plus fish and vegetarian Ambiance: warm, relaxed, intimate Open for lunch and dinner. Tuesday to Sunday from 12 pm",,"Africa/Nairobi","1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"1350","720",,,,,"4.359803676605225","-1.283578","Gift Cards Available",,,,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"Grill",,,,,,,,,,,,,,,"Salmon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"154 James Gichuru Road","Lavington, Nairobi","http://www.thesocialhouse.ke/restaurants.html","Lunch","Dinner",,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/98/46/ed/interior.jpg","833",,"+254 709 216000","false","29","#29 of 1,048 places to eat in Nairobi","KES 296,472 - KES 741,180","57","154 James Gichuru Road Lavington, Nairobi, Nairobi 00100 Kenya","Copper The Urban Grill","false","Restaurants",,,"66","talktous@thesocialhouse.ke","36.764286",,,"Nairobi","$$$$","Sit down","5","","Closed Now","21138141"
"2","2","7","21","178","https://mamarocksburgers.com/menu/","https://www.tripadvisor.com/Restaurant_Review-g294207-d15319586-Reviews-Mama_Rocks_Gourmet_Burgers_Kilimani-Nairobi.html","GOURMET BURGERS AFRICAN STYLE Bringing the African inspired ‘Gourmet Burger’ to the vibrant city of Nairobi, Mama Rocks is pioneering the Nairobi street food scene with an afro-cool food truck like no other. Created with love and the freshest, natural ingredients, every care has been taken to produce our range of exciting and unique burgers. Mama Rocks is brought to you by us, Samantha and Natalie, sisters who just want you to have great food and have fun! On a regular day you will can find us at our Kilimani location; be sure to try the Pizza when you do. The Mama Rocks food truck will also be COMING TO YOU – at the heart of the events scene. Follow us on Facebook or Instagram social media to keep updated about our location. And if you’re not there, MAMA DELIVERS through our partners Hello Food (Mama Rocks), Jumia and Uber eats. MAMA also caters,so for a fun alternative catering solution that your guests will surely remember, choose Mama Rocks to cater for your event.",,"Africa/Nairobi","1350","600",,,,,"1290","600",,,,,"1290","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"1350","600",,,,,"4.776553630828857","-1.292081","Table Service","Takeout","Seating",,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner",,,,,"American","Vegan Options",,,,,,,,,,,,,,"Burger","Wings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Argwings Kodhek Road","Nairobi Same Plot As Auto Correct Garage","http://www.mamarocksburgers.com","Lunch","Dinner",,,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/59/b6/5f/saucy-sassy-spicy-burger.jpg","833",,"+254 705 155155","false","13","#13 of 1,048 places to eat in Nairobi",,"60","Argwings Kodhek Road Nairobi Same Plot As Auto Correct Garage, Nairobi Kenya","Mama Rocks Gourmet Burgers - Kilimani","false","Restaurants",,,"210","info@mamarocksburgers.com","36.782238",,,"Nairobi","$$ - $$$",,"5","","Closed Now","15319586"
"3","2","0","11","95","https://www.thesocialhouse.ke/assets/menus/inca-food.pdf","https://www.tripadvisor.com/Restaurant_Review-g294207-d21138130-Reviews-Inca_Restaurant-Nairobi.html","Our Rooftop Peruvian Melting Pot A distillation of Peru's diverse culinary heritage Rooftop restaurant in colourful Peruvian tones Sharing cocktails and platters Live music, events, and private parties Open late afternoons and evening",,"Africa/Nairobi","1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"1410","780",,,,,"4.422404766082764","-1.283556","Reservations","Delivery","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Lunch","Dinner","Drinks",,,,"Peruvian","South American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya","00100",,"154 James Gichuru Road","Lavington, Nairobi","http://www.thesocialhouse.ke/restaurants.html","Lunch","Dinner","Drinks",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/bc/16/dc/sushi-festival-ceviche.jpg","833",,"+254 709 216000","false","25","#25 of 1,048 places to eat in Nairobi","KES 177,883 - KES 741,180","38","154 James Gichuru Road Lavington, Nairobi, Nairobi 00100 Kenya","Inca Restaurant","false","Restaurants",,,"111","talktous@thesocialhouse.ke","36.76433",,,"Nairobi","$$ - $$$","Sit down","4.5","","Open Now","21138130"
"2","0","2","12","205","https://cjs.co.ke/menu","https://www.tripadvisor.com/Restaurant_Review-g294207-d23817648-Reviews-CJs_Kilimani-Nairobi.html","CJ’s, a fully fledged restaurant specializing in delivering a relaxed and memorable dining experience. We’re currently in 12 locations; 4 in Nairobi, 8 in Kampala and 1 in Entebbe. Each location features a unique ambience with tasteful decor, specially designed for your comfort. To make you feel more at home, we’ve carefully selected a unique theme for each location.",,"Africa/Nairobi","1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1320","360",,,,,"1380","360",,,,,"1380","360",,,,,"1380","360",,,,,"4.826620101928711","-1.292244","Delivery","Takeout","Reservations","Outdoor Seating","Parking Available","Accepts Credit Cards","Non-smoking restaurants",,,,,,,,,,,,,,,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"Breakfast","Lunch","Dinner",,,,"Mexican","American","Caribbean","African","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"restaurant","Nairobi","Kenya",,,"Wood Avenue & Agwings Kodhek Junction",,"http://www.cjs.co.ke","Breakfast","Lunch","Dinner",,,,"RESTAURANT","https://media-cdn.tripadvisor.com/media/photo-o/27/2a/b6/cd/kilimani-location-features.jpg","833",,"+254 712 000033","false","6","#6 of 1,048 places to eat in Nairobi",,"57","Wood Avenue & Agwings Kodhek Junction, Nairobi Kenya","CJs Kilimani","false","Restaurants",,,"221","cjs.kilimani@cjs.co.ke","36.78589",,,"Nairobi",,,"5","","Closed Now","23817648"
