"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Mayungu road 1 km after Mayungu Village, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Mayungu road","1 km after Mayungu Village",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Seafood","International",,,,,,,,,"Wonderful Beach Restaurant located in Mayungu between Malindi and Watamu, the restaurant is located on the beach with white sands floor in the marine reserve of Watamu And Malindi, sunbeds and gazebo service for enjoy a full day on the beach , bar. Famous beach for the boat trips and a every low tide you can hike the atolls that forms Italian , seafood , local and international cousine","Breakfast","Lunch","Dinner","Drinks",,,,,,,,,,,,"info@malaikabeachvillas.com","Restaurants",,"Reservations","Outdoor Seating","Parking Available","Free off-street parking","Serves Alcohol","Full Bar","Wine and Beer","Accepts Credit Cards","Table Service","Waterfront","Beach",,,,,,,,,,,,"Africa/Nairobi","1020","540","1020","540","1020","540","1020","540","1020","540","1020","540","1020","540","17635828","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/aa/8a/3f/our-beach-restaurant.jpg","false","false","-3.303486",,"","Malindi, Coast Province","40.10439","Breakfast","Lunch","Dinner","Drinks",,,,"Malaika Estro Beach Restaurant","9","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 796 035766","39","$$ - $$$",,"40","22","#22 of 59 places to eat in Malindi","4.5","1","0","1","0","7","3.1127071380615234",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d17635828-Reviews-Malaika_Estro_Beach_Restaurant-Malindi_Coast_Province.html","http://www.malaikabeachvillas.com"
"Watamu Kenya","Watamu","Kenya","",,,"",,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Seafood","International","Italian","Pizza",,,,,,,,"Ascot Residence Hotel, situato nella watamu beach road, è una delle più longeve strutture alberghiere di Watamu e vanta oltre 25 anni di esperienza. All'interno potrete trovare il casino, meta fissa di quasi tutti i turisti che soggiornano nella località keniota, e l' Ascot Restaurant, che saprà deliziarvi con piatti di pesce di un'infinita qualità.","Dinner",,,,,,,,,,,,,,,"info@ascotresidencehotel.com","Restaurants",,"Reservations","Seating","Highchairs Available","Serves Alcohol","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2289662","https://media-cdn.tripadvisor.com/media/photo-o/0f/f5/6c/c5/la-piu-bella-piscina.jpg","false","false","-3.35557",,"","Watamu, Coast Province","40.021904","Dinner",,,,,,,"Ascot Residence Hotel","52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 721 267761","40","$$ - $$$","KES 74,118 - KES 518,826","51","32","#32 of 60 places to eat in Watamu","4","5","4","5","17","21","3.181807279586792","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d2289662-Reviews-Ascot_Residence_Hotel-Watamu_Coast_Province.html","http://www.ascotresidencehotel.com/hotel.html"
"Casuarina, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Casuarina",,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Pizza","Seafood","European","Vegetarian Friendly",,,,,,,,"Dinner","Lunch","Brunch",,,,"Oyster",,,,,,,,,,"Restaurants",,"Reservations","Seating","Wheelchair Accessible","Serves Alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11952640","https://media-cdn.tripadvisor.com/media/photo-o/0e/30/fc/11/img-20170118-wa0005-largejpg.jpg","false","false","-3.2527",,"","Malindi, Coast Province","40.12911","Dinner","Lunch","Brunch",,,,,"Olimpia Club","38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12","$$ - $$$",,"40","11","#11 of 59 places to eat in Malindi","4","1","2","2","17","16","3.282794713973999",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d11952640-Reviews-Olimpia_Club-Malindi_Coast_Province.html","https://www.facebook.com/olimpiaclubmalindi/"
"Watamu Village, Watamu Kenya","Watamu","Kenya",,,"Watamu Village",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","African","Pizza","Seafood",,,,,,,,"Over Looking The Watamu Islands. It's Truly Going To Be Your Favourite Chill Out Spot. Enjoy The Variety Of Sea Foods With The Best Of Watamu Flavours","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,"booking@edelweissbeachbar.com","Restaurants",,"Delivery","Takeout","Reservations","Buffet","Seating","Parking Available","Television","Full Bar","Wine and Beer","Digital Payments","Cash Only","Free Wifi",,,,,,,,,,,"Africa/Nairobi","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","26583243",,"false","false","-3.342546",,"","Watamu, Coast Province","40.027416","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Edel Weiss Beach Bar & Restaurant","0","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 717 584545","0",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d26583243-Reviews-Edel_Weiss_Beach_Bar_Restaurant-Watamu_Coast_Province.html","http://www.edelweissbeachbar.com"
"Casurina road, Malindi Kenya","Malindi","Kenya",,,"Casurina road",,,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Bar","Seafood","Barbecue","Pub",,,,,,,,"Situated on the beach, the restaurant serves a selection of seafood and meat dishes in a tranquil setting, accompanied by all inclusive drinks and wine.","Lunch","Dinner","Drinks",,,,,,,,,,,,,"info.doa@diamonds-resorts.com","Restaurants",,"Outdoor Seating","Parking Available","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi",,,,,,,,,,,,,,,,,"Africa/Nairobi","1425","600","1425","600","1425","600","1425","600","1425","600","1425","600","1425","600","26651212","https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/5d/14/f8/onda-restaurant.jpg","false","false","-3.238845",,"","Malindi, Coast Province","40.12489","Lunch","Dinner","Drinks",,,,,"ONDA Beach Bar & Grill","0","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 720 607075","10",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d26651212-Reviews-ONDA_Beach_Bar_Grill-Malindi_Coast_Province.html",
"Lamu Road Next Door To Karen Blixen, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Lamu Road","Next Door To Karen Blixen",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18841318",,"false","false","-3.209568",,"","Malindi, Coast Province","40.117485",,,,,,,,"Triple B","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 757 296704","0",,,"40","33","#33 of 59 places to eat in Malindi","4","0","0","0","1","0","3.0146124362945557",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d18841318-Reviews-Triple_B-Malindi_Coast_Province.html","http://web.facebook.com/triplebmld/"
"Mapambo Beach, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Mapambo Beach",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Lebanese","Mediterranean",,,,,,,,,,"Mediterranean restaurant","Dinner",,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1440","990","1440","990","1440","990","1440","990","1440","990","1440","990","1440","990","25226454","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/6b/1b/28/caption.jpg","false","false","-3.357782",,"","Watamu, Coast Province","40.01844","Dinner",,,,,,,"Kokomo Beach Bar & Restaurant","5","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 759 954462","6",,,"51","41","#41 of 60 places to eat in Watamu","4","0","1","1","0","3","3.0856308937072754",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d25226454-Reviews-Kokomo_Beach_Bar_Restaurant-Watamu_Coast_Province.html","http://kokomobeachbarandrestaurant.com"
"Mtangani Rd, N of Old Town, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Mtangani Rd, N of Old Town","",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1214083",,"false","false","-3.21871",,"","Malindi, Coast Province","40.10995",,,,,,,,"Jardin Lorna Restaurant","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 30658 ","0",,,"40","40","#40 of 59 places to eat in Malindi","2","0","1","0","0","0","2.9214696884155273",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d1214083-Reviews-Jardin_Lorna_Restaurant-Malindi_Coast_Province.html",
"Watamu Beach Road Watamu, Kenya, Watamu  80202 Kenya","Watamu","Kenya"," 80202",,"Watamu Beach Road","Watamu, Kenya",,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Pizza","Mediterranean","Romana","Bar","Vegetarian Friendly","Gluten Free Options","Vegan Options",,,,,"Lunch","Dinner","Late Night","Drinks",,,"Pasta","Tiramisu","Pesto","Fish",,,,,,"fellyshiakithiamutuku@gmail.com","Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Wheelchair Accessible","Serves Alcohol","Free Wifi","Parking Available","Free off-street parking","Highchairs Available","Wine and Beer","Accepts Mastercard","Accepts Visa","Digital Payments","Accepts Credit Cards","Dog Friendly","Family style",,,,,"Africa/Nairobi","1350","690","1350","690","1350","690",,,"1350","690","1350","690","1350","690","5986143","https://media-cdn.tripadvisor.com/media/photo-o/0f/b7/59/0c/caption.jpg","false","false","-3.348823",,"","Watamu, Coast Province","40.020866","Lunch","Dinner","Late Night","Drinks",,,,"Hosteria Romana Watamu","264","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0711867275","95","$$ - $$$","KES 74,118 - KES 444,708","51","8","#8 of 60 places to eat in Watamu","4.5","11","11","25","60","157","3.8746607303619385","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d5986143-Reviews-Hosteria_Romana_Watamu-Watamu_Coast_Province.html","http://www.facebook.com/HosteriaRomanaWatamu/"
"Watamu Beach, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Watamu Beach",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","African",,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16801812","https://media-cdn.tripadvisor.com/media/photo-m/1280/16/d0/f9/0a/edelweiss-restaurant.jpg","false","false","-3.36595",,"","Watamu, Coast Province","40.00189",,,,,,,,"Edelweiss Restaurant Watamu","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 703 707380","12",,,"51","45","#45 of 60 places to eat in Watamu","5","0","0","0","0","2","3.067833423614502",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d16801812-Reviews-Edelweiss_Restaurant_Watamu-Watamu_Coast_Province.html","http://www.facebook.com/edelweisswatamu"
"Lamu Road Opposite Equity Bank, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Lamu Road","Opposite Equity Bank",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African","Fast Food","Barbecue","Asian","Grill",,,,,,,"Good food good moods. Enjoy your African cuisine of local food in a garden set restaurant in a quiet and serene spot opposite Equity bank malindi","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,"1200","420","1200","420","1200","420","1200","420","1200","420","1200","420","24843059","https://media-cdn.tripadvisor.com/media/photo-w/25/45/25/57/open-air-serene-area.jpg","false","false","-3.211952",,"","Malindi, Coast Province","40.117638","Breakfast","Lunch","Dinner",,,,,"Jahazi African Dishes","1","Closed Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 104 361170","3",,,"40","31","#31 of 59 places to eat in Malindi","5","0","0","0","0","1","3.0395848751068115",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d24843059-Reviews-Jahazi_African_Dishes-Malindi_Coast_Province.html",
"Papa Remo Beach, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Papa Remo Beach",,,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African","Barbecue","Beer restaurants",,,,,,,,,,,,,,,,,,,,,,,,,"david@thespiritofkenyatravels.com","Bars & Pubs","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25231851","https://media-cdn.tripadvisor.com/media/photo-o/27/a6/5d/c4/pristine-beaches-of-watamu.jpg","false","false","-3.347309",,"","Watamu, Coast Province","40.032757",,,,,,,,"Zion Papa Remo Beach Bar","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 743 657540","8",,,,,,,"0","0","0","0","0",,,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d25231851-Reviews-Zion_Papa_Remo_Beach_Bar-Watamu_Coast_Province.html",
"Jacaranda Road close to Sun Palm Beach resort, Watamu 80200 Kenya","Watamu","Kenya","80200",,"Jacaranda Road","close to Sun Palm Beach resort",,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Pizza","Seafood","Sushi","European","Italian",,,,,,,,"Breakfast","Lunch","Dinner","Brunch","Drinks",,,,,,,,,,,"sunpalm@vrclub.it","Restaurants",,"Seating","Takeout","Reservations","Outdoor Seating","Parking Available","Street Parking","Free off-street parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Digital Payments","Free Wifi","Accepts Credit Cards","Table Service",,,,,,,"Africa/Nairobi","1410","540","1410","540","1410","540","1410","540","1410","540","1410","540","1410","540","15843188","https://media-cdn.tripadvisor.com/media/photo-o/1c/9e/f1/fe/we-are-closed.jpg","false","false","-3.348783",,"","Watamu, Coast Province","40.028114","Breakfast","Lunch","Dinner","Brunch","Drinks",,,"Maua Beach Club Restaurant & Pizzeria","13","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 716 859925","48","$$ - $$$","KES 741 - KES 3,706","51","28","#28 of 60 places to eat in Watamu","5","0","0","0","1","12","3.234194040298462","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d15843188-Reviews-Maua_Beach_Club_Restaurant_Pizzeria-Watamu_Coast_Province.html","https://www.facebook.com/mauabeach/"
"Mama Ngina Rd, Old Town, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Mama Ngina Rd, Old Town","",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","African",,,,,,,,,,,,"Breakfast","Lunch","Dinner","Late Night",,,"Fish",,,,,,,,,,"Restaurants",,"Outdoor Seating","Seating","Serves Alcohol","Reservations","Table Service",,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","420","1380","420","1380","420","1380","420","1380","420","1380","420","1380","420","1214045","https://media-cdn.tripadvisor.com/media/photo-s/03/28/02/78/baobab-restaurant.jpg","false","false","-3.221818",,"","Malindi, Coast Province","40.12649","Breakfast","Lunch","Dinner","Late Night",,,,"Baobab Restaurant","110","Open Now",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31699 ","22","$$ - $$$",,"40","14","#14 of 59 places to eat in Malindi","3.5","9","5","24","47","25","3.2041544914245605","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d1214045-Reviews-Baobab_Restaurant-Malindi_Coast_Province.html","http://www.facebook.com/The-Comet-Inn-Madley-332776763426021"
"Richland Complex, Jacaranda Road Next To Post Bank Watamu, Watamu 80202 Kenya","Watamu","Kenya","80202",,"Richland Complex, Jacaranda Road","Next To Post Bank Watamu",,"661279","Watamu","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Italian","Mexican","Indian","Fast Food","International",,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21332475","https://media-cdn.tripadvisor.com/media/photo-m/1280/21/74/ea/80/caption.jpg","false","false","-3.36902",,"","Watamu, Coast Province","39.97964",,,,,,,,"Chillout Cafe Watamu","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"+254 799 883190","9",,,"51","48","#48 of 60 places to eat in Watamu","4.5","0","0","0","1","1","3.049161195755005",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g661279-d21332475-Reviews-Chillout_Cafe_Watamu-Watamu_Coast_Province.html","http://web.facebook.com/Chillout-Cafe-Watamu-110575404122616"
