"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","ancestorLocations/3/abbreviation","ancestorLocations/3/id","ancestorLocations/3/name","ancestorLocations/3/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"Shanzu, Serena Road Serena Beach Resort & Spa, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Shanzu, Serena Road","Serena Beach Resort & Spa",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood","Bar","Grill","Pub","Wine Bar",,,"Specialized in preparing all types of grilled food – seafood, other meats and vegetarian, the alluring ocean views and the gentle sounds of the surf further complements the seafood menu at this Arabian Swahili dhow-themed restaurant. Enjoy an array of foods prepared in many different ways using only the finest and freshest local ingredients to meet each customer’s specifications.","Dinner","Lunch",,,,,"Crab",,,,,,,,,,,,,,,,,"mombasa@serena.co.ke","Restaurants",,"Reservations","Seating","Table Service","Parking Available","Serves Alcohol","Wine and Beer","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","870","750","1320","1170","870","750","1320","1170","870","750","1320","1170","870","750","1320","1170","870","750","1320","1170","870","750","1320","1170","870","750","1320","1170","15887310","https://media-cdn.tripadvisor.com/media/photo-o/16/61/42/20/delicacies-the-jahazi.jpg","false","false","-3.972096",,"","Mombasa, Coast Province","39.75006","Dinner","Lunch",,,,,,"The Jahazi Grill","29","Open Now",,"+254 732 125000","24","$$$$","KES 296,472 - KES 592,944","144","14","#14 of 188 places to eat in Mombasa","5","0","0","0","6","23","3.557360887527466","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d15887310-Reviews-The_Jahazi_Grill-Mombasa_Coast_Province.html","http://www.serenahotels.com"
"Tritton Avenue Off David Kayanda Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Tritton Avenue","Off David Kayanda Road",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Pizza","Fusion","Italian","Fast Food","Vegetarian Friendly","Vegan Options",,"Milios Pizza serving the best Authentic Italian wood fired oven pizzas in Mombasa","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"miliospizzamombasa@gmail.com","Restaurants",,"Delivery","Takeout","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","870","720","1200","990",,,,,"870","720","1200","990","870","720","1200","990","870","720","1200","990","870","720","1200","990","870","720","1200","990","12609369","https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/bf/24/e6/perfection.jpg","false","false","-4.067368",,"","Mombasa, Coast Province","39.67638","Lunch","Dinner",,,,,"https://www.google.com/search?q=milios+pizza+mombasa+menu&source=lmns&bih=665&biw=384&hl=en&sa=X&ved=2ahUKEwi8mpSnz87tAhVIeRoKHXpNDZIQ_AUoAHoECAAQAw#lkt=LocalPoiMenu&trex=m_t:lcl_akp,rc_f:lac,rc_ludocids:9251585290310263485,rc_q:Milios%252520Pizza%252520Mombasa%25252C%252520Tritton%252520Rd%25252C%252520Mombasa,ru_q:Milios%252520Pizza%252520Mombasa%25252C%252520Tritton%252520Rd%25252C%252520Mombasa,trex_id:s6r59b","Milios Pizza Mombasa","48","Closed Now",,"+254 729 394060","56","$","KES 103,765 - KES 177,883","144","12","#12 of 188 places to eat in Mombasa","5","0","1","1","6","40","3.595688581466675","Fast food","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d12609369-Reviews-Milios_Pizza_Mombasa-Mombasa_Coast_Province.html","http://miliospizza.business.site"
"Shanzu Tourist Road Mombasa Opposite Mombasa Continental Resort, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Shanzu Tourist Road Mombasa","Opposite Mombasa Continental Resort",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Swiss","Diner","Dining bars","Vegetarian Friendly",,,,"Restaurant and bar with cult status, plus a meeting place for international guests in Mombasa, Kenya. Casual, cozy atmosphere with delicious dishes from Africa, Switzerland and Europe. Live music on several evenings and Tuesday + Thursday HAPPY HOUR for drinks and food. Welcome, Karibuni, Welcome, Grüezi, Bienvenue, Benvenuto!","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night",,,,,,,,,,,,,,,,,,,"Restaurants",,"Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Street Parking","Free off-street parking","Television","Wheelchair Accessible","Serves Alcohol","Full Bar","Wine and Beer","Free Wifi","Family style","Live Music","Drive Thru",,,,,,,,,,,,"Africa/Nairobi","1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1440","600",,,"1167454","https://media-cdn.tripadvisor.com/media/photo-m/1280/27/ac/70/93/mit-blick-auf-die-bar.jpg","false","false","-3.970203",,"","Mombasa, Coast Province","39.751266","Drinks","Breakfast","Lunch","Dinner","Brunch","Late Night","https://safariinn-mombasa.com/menu/","Safari Inn Bar & Restaurant","85","Open Now",,"+254 722 671475","63","$$ - $$$","KES 889 - KES 2,965","144","10","#10 of 188 places to eat in Mombasa","4.5","1","0","6","32","46","3.6278958320617676","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d1167454-Reviews-Safari_Inn_Bar_Restaurant-Mombasa_Coast_Province.html","http://www.safariinn-mombasa.com"
"Makadara Road Fidelity Insurance Building, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Makadara Road","Fidelity Insurance Building",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","European","Cafe","Vegetarian Friendly","Vegan Options",,,,"MNKafé uses only the finest quality ingredients, producing an excellent combination of flavour and taste. Our recipes undergo a number of testing phases before being rolled out; giving you assurance that we serve the best quality products that can truly add value to those cherished memories you build over time.","Lunch","Dinner","Brunch","Breakfast",,,"Waffles & Crepes","Sandwiches","Burger","Wings","Cupcakes","Waffles","Cakes",,,,,,,,,,,"contact@mnkafe.com","Coffee & Tea","Dessert","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Street Parking","Free off-street parking","Accepts American Express","Accepts Mastercard","Accepts Visa","Cash Only","Accepts Discover","Delivery","Free Wifi","Accepts Credit Cards","Gift Cards Available",,,,,,,,,,,,"Africa/Nairobi","1380","540",,,,,,,"1320","540",,,"1320","540",,,"1320","540",,,"1380","540",,,"1380","540",,,"3902895","https://media-cdn.tripadvisor.com/media/photo-o/0d/8c/71/be/gourmet-hot-chocolate.jpg","false","false","-4.073093",,"","Mombasa, Coast Province","39.669487","Lunch","Dinner","Brunch","Breakfast",,,"http://www.mnkafe.com/menu","MNKafe","123","Open Now",,"+254 711 665233","128","$$ - $$$","KES 296 - KES 3,558","144","11","#11 of 188 places to eat in Mombasa","4.5","7","1","10","28","77","3.603898048400879","Café","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3902895-Reviews-MNKafe-Mombasa_Coast_Province.html","http://www.mnkafe.com"
"Makadara Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Makadara Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Street Food","Arabic","Halal",,,,"They are best in Biryani, Pilau and Kebabs in mombasa town. Most visited by locals.","Lunch","Dinner","Brunch","Late Night","Drinks",,"Juice & Smoothies","Shawarma","Curry","Beef",,,,,,,,,,,,,,"bingizapps@gmail.com","Coffee & Tea",,"Takeout","Outdoor Seating","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1350","600",,,"1350","600",,,"3193772","https://media-cdn.tripadvisor.com/media/photo-o/03/6d/7b/60/outdoor-area.jpg","false","false","-4.061283",,"","Mombasa, Coast Province","39.67503","Lunch","Dinner","Brunch","Late Night","Drinks",,,"Tarboush Cafe","178","Open Now",,"+971 56 433 6868","50","$$ - $$$",,"144","15","#15 of 188 places to eat in Mombasa","4","4","5","40","76","53","3.545161724090576","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3193772-Reviews-Tarboush_Cafe-Mombasa_Coast_Province.html",
"Ndia Kuu Rd Old Town, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Ndia Kuu Rd","Old Town",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Cafe","Vegetarian Friendly",,,,,"Go straight north from the Fort Jesus on Ndia Kuu Street. Look out for us on your right. 
We love to serve","Brunch","Breakfast","Lunch",,,,"Juice & Smoothies",,,,,,,,,,,,,,,,,,"Coffee & Tea",,"Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"1080","540",,,"2417304","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/21/9f/8a/we-moved-to-a-new-location.jpg","false","false","-4.061385",,"","Mombasa, Coast Province","39.678986","Brunch","Breakfast","Lunch",,,,,"Jahazi Coffee House and Restaurant","90","Closed Now",,"+254 113 585755","47","$","KES 7,412 - KES 296,472","144","9","#9 of 188 places to eat in Mombasa","4.5","1","3","4","19","65","3.689406633377075","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2417304-Reviews-Jahazi_Coffee_House_and_Restaurant-Mombasa_Coast_Province.html","https://www.facebook.com/jahazicoffeehouse"
"Malindi Road Sarova Whitesands Beach Resort, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Malindi Road","Sarova Whitesands Beach Resort",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","International","Contemporary","Middle Eastern","Vegan Options","Vegetarian Friendly","Gluten Free Options",,"Breakfast","Lunch","Dinner","Brunch","Late Night",,"Salad",,,,,,,,,,,,,,,,,"pavilions@sarovahotels.com","Restaurants",,"Seating","Parking Available","Highchairs Available","Free Wifi","Table Service","Delivery","Buffet","Validated Parking","Serves Alcohol","Full Bar","Live Music",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1800892","https://media-cdn.tripadvisor.com/media/photo-o/05/ee/a9/01/pavilions-desserts-fruit.jpg","false","false","-3.99514",,"","Mombasa, Coast Province","39.73095","Breakfast","Lunch","Dinner","Brunch","Late Night",,,"Pavilions Restaurant","144",,,"+254 41 2128000","104","$$ - $$$","KES 4,447","144","7","#7 of 188 places to eat in Mombasa","4.5","1","0","7","30","106","3.8693056106567383","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d1800892-Reviews-Pavilions_Restaurant-Mombasa_Coast_Province.html","http://www.sarovahotels.com/whitesands/dining.aspx"
"Fatemi House, Maungano Street P.O Box 81676, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Fatemi House, Maungano Street","P.O Box 81676",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Barbecue","Indian","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,"Shehnai Restaurant is known for the best Mughlai and Tandoori Cuisine in the Heart of Mombasa City. Its recognized for the Royal Ambiance and Personalized Service alongside the tantalizing and mouth watering dishes!!!","Dinner","Lunch",,,,,"Juice & Smoothies","Salad","Curry","Prawns","Fish",,,,,,,,,,,,,"shehnai.restaurant@gmail.com","Restaurants",,"Takeout","Seating","Parking Available","Street Parking","Highchairs Available","Wheelchair Accessible","Accepts Mastercard","Accepts Visa","Reservations","Private Dining","Accepts Credit Cards","Table Service","Free Wifi","Gift Cards Available",,,,,,,,,,,,,,"Africa/Nairobi","870","690","1305","1125",,,,,"870","690","1305","1125","870","690","1305","1125","870","690","1305","1125","870","690","1305","1125","870","690","1305","1125","2002413","https://media-cdn.tripadvisor.com/media/photo-o/0f/2f/d1/03/honey-glazed-chicken.jpg","false","false","-4.060349",,"","Mombasa, Coast Province","39.669704","Dinner","Lunch",,,,,"http://www.shehnai.co.ke","Shehnai Restaurant","183","Open Now",,"+254 722 871111","242","$$ - $$$","KES 1,186 - KES 3,706","144","5","#5 of 188 places to eat in Mombasa","4.5","3","3","16","38","123","3.9358890056610107","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2002413-Reviews-Shehnai_Restaurant-Mombasa_Coast_Province.html","http://www.shehnai.co.ke"
"Nyali Centre, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Nyali Centre",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Healthy",,,,,,,,"Lunch","Dinner",,,,,"Ice Cream","Frozen Yogurt",,,,,,,,,,,,,,,,"nyali@planetyogurtafrica.com","Dessert",,"Takeout","Outdoor Seating","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3877776","https://media-cdn.tripadvisor.com/media/photo-o/07/19/83/14/planet-yoghurt-from-outside.jpg","false","false","-4.05749",,"","Mombasa, Coast Province","39.68578","Lunch","Dinner",,,,,,"Planet Yogurt Nyali Centre","47",,,"+254 718 543580","8","$$ - $$$",,"144","29","#29 of 188 places to eat in Mombasa","4","2","0","3","24","18","3.3105945587158203","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3877776-Reviews-Planet_Yogurt_Nyali_Centre-Mombasa_Coast_Province.html","http://www.planetyogurt.co.ke/"
"Nyali Cinemax Complex Inside Nyali Cinemax, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Nyali Cinemax Complex","Inside Nyali Cinemax",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Cafe","Vegetarian Friendly","Vegan Options",,,,,"Cafe Mocha has been Mombasa's premier Coffee & Desserts Restaurant, for the last 7 years. Enjoy authentic, Middle East Cuisine – LEBANESE & tantalizing Coffee and Desserts in a unique setting at the Nyali Cinemax Complex. Open throughout the day, Café Mocha also offers Sandwiches, Pizza’s, Jacket Potatoes, Savoury Waffles & much more. Mocha’s Sheesha Bar opens daily from 4pm to Midnight. Sporting Events are shown LIVE on Big Screen. Free Wifi.","Breakfast","Lunch","Brunch","Dinner",,,"Waffles & Crepes","Waffles","Cakes",,,,,,,,,,,,,,,"bijal@cafemochakenya.com","Dessert",,"Takeout","Seating","Outdoor Seating","Table Service",,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1410","570",,,"1410","510",,,"1410","510",,,"1410","510",,,"1410","510",,,"1470","510",,,"1470","510",,,"2667293","https://media-cdn.tripadvisor.com/media/photo-s/0c/a3/4c/ae/sizzling-chocolate-brownie.jpg","false","false","-4.049341",,"","Mombasa, Coast Province","39.685696","Breakfast","Lunch","Brunch","Dinner",,,,"Cafe Mocha","68","Open Now",,"+254 775 269326","48","$$ - $$$",,"144","24","#24 of 188 places to eat in Mombasa","4","2","0","9","28","30","3.396974802017212","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2667293-Reviews-Cafe_Mocha-Mombasa_Coast_Province.html",
"Shanzu-Mombasa Malindi Road, Shanzu, Mombasa 80100 Kenya","Shanzu","Kenya","80100",,"Shanzu-Mombasa Malindi Road",,,"1183067","Shanzu","City",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Seafood","International","Vegetarian Friendly","Vegan Options",,,,"Welcome to our restaurant! We offer a wide range of specialties that include seafood, fish, steaks, oriental curries & takeaway. We have been in operation since Nov. 1982, apart from a brief spell of three years between 2008 and 2010 when we were closed for major renovation. We now have a very well structured restaurant with an air conditioned dining hall which can hold a conference for about 80 pax and various levels of sea view terraces where you can sit comfortably day or night and enjoy our truly mouthwatering cuisine. Our fully stocked bar will serve you with cold drinks, wines and spirits and fresh juices to accompany your meal. The atmosphere is relaxing with piped background music. You can approach us either from the Mombasa - Malindi Highway or directly from the beach through our well-built beach steps at low tide. We can accommodate your next catering event. Our well trained chefs will be at hand for any occasion such as special birthday parties, wedding or company parties.","Lunch","Dinner",,,,,"Crab","Lobster","Oyster","Calamari","Prawns","Seafood Platters","Fish",,,,,,,,,,,"seahavenrestaurant@gmail.com","Restaurants",,"Seating","Wheelchair Accessible","Serves Alcohol","Reservations","Parking Available","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Full Bar","Wine and Beer","Accepts Credit Cards","Waterfront","Beach",,,,,,,,,,,,,"Africa/Nairobi","1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"2465613","https://media-cdn.tripadvisor.com/media/daodao/photo-m/1280/14/f6/e2/5c/photo2jpg.jpg","false","false","-3.979485",,"","Shanzu, Mombasa, Coast Province","39.74704","Lunch","Dinner",,,,,"http://www.seahavenrestaurant.net/Website_4/Menu_Card.html","Sea Haven Restaurant","131","Open Now",,"+254 733 746888","155","$$ - $$$","KES 1,482 - KES 5,929","4","1","#1 of 4 places to eat in Shanzu","4.5","6","3","2","22","98","3.7550723552703857","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1183067-d2465613-Reviews-Sea_Haven_Restaurant-Shanzu_Mombasa_Coast_Province.html","http://www.seahavenrestaurant.net/Website_4/Welcome.html"
"Mombasa Kenya","Mombasa","Kenya",,,,,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood","Vegetarian Friendly","Vegan Options",,,,,,"Lunch","Dinner",,,,,"Lobster","Prawns","Seafood Platters","Fish",,,,,,,,,,,,,,,"Restaurants",,"Seating","Parking Available","Free off-street parking","Serves Alcohol","Accepts American Express","Accepts Mastercard","Accepts Visa","Reservations","Outdoor Seating","Accepts Credit Cards","Table Service","Full Bar","Live Music",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2262162","https://media-cdn.tripadvisor.com/media/photo-o/0f/f7/38/fe/sunset-dhow-cruise.jpg","false","false","-4.043657",,"","Mombasa, Coast Province","39.680702","Lunch","Dinner",,,,,"http://tamarind.co.ke/doc/cocktail_menus_ii.pdf","Tamarind Dhow","309",,,"+254 722 205160","178","$$$$","KES 9,635","144","3","#3 of 188 places to eat in Mombasa","4.5","6","11","29","68","195","4.199050426483154","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2262162-Reviews-Tamarind_Dhow-Mombasa_Coast_Province.html","https://tamarind.co.ke/tamarind-dhow/"
"Haile Selassie Road Digo Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Haile Selassie Road","Digo Road",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Fast Food","Vegetarian Friendly",,,,,,"Blue Room was established in 1952 and is Mombasa’s most famous landmark restaurant. The menu includes a variety of Pizzas and Hamburgers, Salads, Sandwiches, Steak, Chicken, Fish, Samosas, Bhajias, Fresh Fruit Juices, Milk Shakes, Faluda, Cappuccino, Cakes, Tarts, Croissants – all using traditional recipes and made fresh inhouse. Blue Room maintains a long-standing tradition of quality, offering customers quality food at fair prices. Our products are always prepared with the highest quality ingredients, and are certain to please the most discriminating connoisseurs.","Lunch","Dinner","Brunch","Breakfast",,,"Ice Cream","Juice & Smoothies","Burger",,,,,,,,,,,,,,,"info@blueroom.com","Coffee & Tea","Dessert","Delivery","Takeout","Seating","Street Parking","Highchairs Available","Wheelchair Accessible","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Free Wifi","Table Service","Accepts Credit Cards",,,,,,,,,,,,,,,"Africa/Nairobi","1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"1320","420",,,"2723620","https://media-cdn.tripadvisor.com/media/photo-o/04/29/60/3a/order-counter.jpg","false","false","-4.059909",,"","Mombasa, Coast Province","39.671463","Lunch","Dinner","Brunch","Breakfast",,,"https://www.blueroom.co.ke/our-menu/","Blue Room Restaurant","156","Open Now",,"+254 721 786868","62","$$ - $$$","KES 148 - KES 1,334","144","13","#13 of 188 places to eat in Mombasa","4","4","8","25","55","64","3.5935556888580322","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2723620-Reviews-Blue_Room_Restaurant-Mombasa_Coast_Province.html","http://www.blueroom.co.ke"
"Silos Road Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Silos Road","Nyali",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Seafood","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,"Lunch","Dinner","Late Night",,,,"Crab","Lobster","Oyster","Shrimp","Salad","Chili","Chili Crab","Risotto","Tuna","Clams","Prawns","Seafood Platters","Beef","Lamb","Fish",,,,"Restaurants",,"Reservations","Outdoor Seating","Seating","Parking Available","Validated Parking","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Free Wifi","Accepts Credit Cards","Live Music","Waterfront",,,,,,,,,,,,,,,"Africa/Nairobi","1170","720",,,"1170","720",,,"1170","720",,,"1170","720",,,"1170","720",,,"1170","720",,,"1170","720",,,"1214217","https://media-cdn.tripadvisor.com/media/photo-o/03/97/4e/0b/tamarind-mombasa.jpg","false","false","-4.049403",,"","Mombasa, Coast Province","39.68145","Lunch","Dinner","Late Night",,,,,"Tamarind Mombasa","759","Closed Now",,"+254 41 4471747","327","$$$$",,"144","2","#2 of 188 places to eat in Mombasa","4.5","22","33","70","190","444","4.223034858703613","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d1214217-Reviews-Tamarind_Mombasa-Mombasa_Coast_Province.html","http://www.tamarind.co.ke/tamarind-mombasa/"
"Mombasa Malindi Road Nakumatt Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mombasa Malindi Road","Nakumatt Nyali",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Cafe","European","International","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,"Breakfast","Lunch","Dinner","Brunch","Late Night",,"Juice & Smoothies","Sandwiches","Pasta","Cheesecake","Filet Mignon","Burger","Salad","Pancakes","Eggs Benedict","Hummus","Salmon","Prawns","Toasts","Beef","Pesto","Cakes","Fish",,"Restaurants",,"Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,"Africa/Nairobi","1410","450",,,"1410","450",,,"1410","450",,,"1410","450",,,"1410","450",,,"1410","450",,,"1410","450",,,"2244387","https://media-cdn.tripadvisor.com/media/photo-o/11/63/87/06/20171128-150443-largejpg.jpg","false","false","-4.019894",,"","Mombasa, Coast Province","39.720768","Breakfast","Lunch","Dinner","Brunch","Late Night",,"http://cafesserie.com/menu/","Cafesserie Mombasa","567","Open Now",,"+254 20 2609338","157","$$ - $$$",,"144","1","#1 of 188 places to eat in Mombasa","4.5","4","6","44","217","298","4.32729959487915","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d2244387-Reviews-Cafesserie_Mombasa-Mombasa_Coast_Province.html","http://cafesserie.com"
"Aga Khan Beach Cottages, B8, Mombasa, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Aga Khan Beach Cottages, B8, Mombasa",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Bar","Barbecue","African","Seafood",,,,"A Breathtaking Beachfront Choma restaurant with an African set up that allows families and large groups of friends or colleagues to gather and enjoy good food ,good music with good company and a view! Our grilled meat is one of the many things you won't forget about us!","Lunch","Dinner","Breakfast","Brunch","Late Night","Drinks","Beef",,,,,,,,,,,,,,,,,"info@charchoma.com","Restaurants",,"Reservations","Seating","Table Service","Delivery","Takeout","Outdoor Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Wine and Beer","Accepts Mastercard","Accepts Visa","Digital Payments","Free Wifi","Accepts Credit Cards","Live Music","Beach","Playgrounds","Family style",,,,,,,,,"Africa/Nairobi","1410","360",,,"1410","360",,,"1410","390",,,"1410","360",,,"1410","360",,,"1410","360",,,"1410","360",,,"19859417","https://media-cdn.tripadvisor.com/media/photo-m/1280/29/6d/bc/bb/sausages-with-mango-juice.jpg","false","false","-3.996582",,"","Mombasa, Coast Province","39.732517","Lunch","Dinner","Breakfast","Brunch","Late Night","Drinks","https://charchoma.com/our-menus/","Char-Choma Restaurant","54","Open Now",,"+254794673598","54","$$ - $$$","KES 148,236 - KES 741,180","144","58","#58 of 188 places to eat in Mombasa","3.5","11","3","9","12","19","3.1179749965667725","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d19859417-Reviews-Char_Choma_Restaurant-Mombasa_Coast_Province.html","http://charchoma.com/"
